activity_id,molecule_chembl_id,smiles,structure_status,target_chembl_id,target_name,assay_chembl_id,document_chembl_id,data_year,standard_type,standard_relation,standard_value,standard_units,data_validity_comment,activity_comment,assay_type,assay_description,classification_text,classification_bucket
2148387,CHEMBL257557,COc1cc2nc(N3CCCN(C(=O)N4CCOCC4)CC3)cc(N)c2c(-c2ccc(F)cc2)c1OC,smiles_found,CHEMBL613373,Liver microsomes,CHEMBL936620,CHEMBL1142226,2007,CL,=,154.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 1 uM,unbound intrinsic clearance in human liver microsomes at 1 um | | liver microsomes | ml.min-1.kg-1,chembl_hlm_unbound
18404552,CHEMBL4165757,Cn1cnc(S(=O)(=O)N2C[C@H](C(=O)Nc3cccc(OC(F)(F)F)c3)[C@@H](c3ccc(F)cc3)C2)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL4150726,CHEMBL4145640,2018,CL,=,133.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 0.5 uM incubated for 4 hrs by equilibrium dialysis and LC-MS/MS method,unbound intrinsic clearance in human liver microsomes at 0.5 um incubated for 4 hrs by equilibrium dialysis and lc-ms/ms method | | admet | ml.min-1.kg-1,chembl_hlm_unbound
18404553,CHEMBL4160468,Cn1cnc(S(=O)(=O)N2C[C@H]([C@H]3CCCCO3)[C@@H](Nc3cccc(OC(F)(F)F)c3)C2)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL4150726,CHEMBL4145640,2018,CL,=,383.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 0.5 uM incubated for 4 hrs by equilibrium dialysis and LC-MS/MS method,unbound intrinsic clearance in human liver microsomes at 0.5 um incubated for 4 hrs by equilibrium dialysis and lc-ms/ms method | | admet | ml.min-1.kg-1,chembl_hlm_unbound
18404554,CHEMBL4171068,Cn1cnc(S(=O)(=O)N2C[C@H]([C@@H]3CCCO3)[C@@H](Nc3cccc(OC(F)(F)F)c3)C2)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL4150726,CHEMBL4145640,2018,CL,=,283.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 0.5 uM incubated for 4 hrs by equilibrium dialysis and LC-MS/MS method,unbound intrinsic clearance in human liver microsomes at 0.5 um incubated for 4 hrs by equilibrium dialysis and lc-ms/ms method | | admet | ml.min-1.kg-1,chembl_hlm_unbound
18404555,CHEMBL4168242,Cn1cnc(S(=O)(=O)N2C[C@H](Nc3cccc(OC(F)(F)F)c3)[C@@H](C3OCCCCO3)C2)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL4150726,CHEMBL4145640,2018,CL,=,316.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 0.5 uM incubated for 4 hrs by equilibrium dialysis and LC-MS/MS method,unbound intrinsic clearance in human liver microsomes at 0.5 um incubated for 4 hrs by equilibrium dialysis and lc-ms/ms method | | admet | ml.min-1.kg-1,chembl_hlm_unbound
18404556,CHEMBL4176089,Cn1cnc(S(=O)(=O)N2C[C@H](Nc3cccc(OC(F)(F)F)c3)[C@@H](C3OCCCO3)C2)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL4150726,CHEMBL4145640,2018,CL,=,100.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes at 0.5 uM incubated for 4 hrs by equilibrium dialysis and LC-MS/MS method,unbound intrinsic clearance in human liver microsomes at 0.5 um incubated for 4 hrs by equilibrium dialysis and lc-ms/ms method | | admet | ml.min-1.kg-1,chembl_hlm_unbound
18528446,CHEMBL4212062,Cn1cc2c3c(c[nH]c3c1=O)CN(CC1CC1)c1ccc(CS(C)(=O)=O)cc1-2,smiles_found,CHEMBL612558,ADMET,CHEMBL4194887,CHEMBL4190379,2018,CL,=,183.33,mL.min-1.kg-1,,,A,Intrinsic unbound clearance in human liver microsomes,intrinsic unbound clearance in human liver microsomes | | admet | ml.min-1.kg-1,chembl_hlm_unbound
18528448,CHEMBL4208136,Cn1cc2c3c(c[nH]c3c1=O)CN(C1CCC(F)(F)CC1)c1ccc(CS(C)(=O)=O)cc1-2,smiles_found,CHEMBL612558,ADMET,CHEMBL4194887,CHEMBL4190379,2018,CL,=,66.67,mL.min-1.kg-1,,,A,Intrinsic unbound clearance in human liver microsomes,intrinsic unbound clearance in human liver microsomes | | admet | ml.min-1.kg-1,chembl_hlm_unbound
18528451,CHEMBL4208129,Cn1cc2c3c(c[nH]c3c1=O)CN(c1ccccn1)c1ccc(CS(C)(=O)=O)cc1-2,smiles_found,CHEMBL612558,ADMET,CHEMBL4194887,CHEMBL4190379,2018,CL,=,50.0,mL.min-1.kg-1,,,A,Intrinsic unbound clearance in human liver microsomes,intrinsic unbound clearance in human liver microsomes | | admet | ml.min-1.kg-1,chembl_hlm_unbound
18528452,CHEMBL4215988,Cn1cc2c3c(c[nH]c(=O)c31)-c1cc(CS(C)(=O)=O)ccc1N(c1ccc(F)cc1)C2,smiles_found,CHEMBL612558,ADMET,CHEMBL4194887,CHEMBL4190379,2018,CL,=,91.67,mL.min-1.kg-1,,,A,Intrinsic unbound clearance in human liver microsomes,intrinsic unbound clearance in human liver microsomes | | admet | ml.min-1.kg-1,chembl_hlm_unbound
18528453,CHEMBL4213481,Cn1cc2c3c(c[nH]c(=O)c31)-c1cc(CS(C)(=O)=O)ccc1N(c1ccccn1)C2,smiles_found,CHEMBL612558,ADMET,CHEMBL4194887,CHEMBL4190379,2018,CL,=,65.0,mL.min-1.kg-1,,,A,Intrinsic unbound clearance in human liver microsomes,intrinsic unbound clearance in human liver microsomes | | admet | ml.min-1.kg-1,chembl_hlm_unbound
18664885,CHEMBL4238656,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(C(C)(C)C)nc3n2)cc1CO,smiles_found,CHEMBL612558,ADMET,CHEMBL4233157,CHEMBL4229417,2018,CL,=,28.6,mL.min-1.g-1,,,A,Unbound clearance in pooled human liver microsomes at 50 uM pretreated for 5 mins followed by NADPH addition and measured after 120 mins by HPLC analysis,unbound clearance in pooled human liver microsomes at 50 um pretreated for 5 mins followed by nadph addition and measured after 120 mins by hplc analysis | | admet | ml.min-1.g-1,chembl_hlm_unbound
18664886,CHEMBL1801204,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1CO,smiles_found,CHEMBL612558,ADMET,CHEMBL4233157,CHEMBL4229417,2018,CL,=,28.1,mL.min-1.g-1,,,A,Unbound clearance in pooled human liver microsomes at 50 uM pretreated for 5 mins followed by NADPH addition and measured after 120 mins by HPLC analysis,unbound clearance in pooled human liver microsomes at 50 um pretreated for 5 mins followed by nadph addition and measured after 120 mins by hplc analysis | | admet | ml.min-1.g-1,chembl_hlm_unbound
18974123,CHEMBL3421836,C[C@H]1c2cccc(CC(C)(C)O)c2C[C@H](CO)N1C(=O)Cc1c(Cl)cccc1Cl,smiles_found,CHEMBL612558,ADMET,CHEMBL4337842,CHEMBL4334497,2019,CL,=,31.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes,unbound intrinsic clearance in human liver microsomes | | admet | ml.min-1.kg-1,chembl_hlm_unbound
18974134,CHEMBL3421729,C[C@H]1c2cccc(CCC(C)(C)O)c2C[C@H](CO)N1C(=O)Cc1c(Cl)cccc1Cl,smiles_found,CHEMBL612558,ADMET,CHEMBL4337842,CHEMBL4334497,2019,CL,=,96.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes,unbound intrinsic clearance in human liver microsomes | | admet | ml.min-1.kg-1,chembl_hlm_unbound
18974135,CHEMBL3421730,C[C@H]1c2cccc(C(C)(C)O)c2C[C@H](CO)N1C(=O)Cc1c(Cl)cccc1Cl,smiles_found,CHEMBL612558,ADMET,CHEMBL4337842,CHEMBL4334497,2019,CL,=,43.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes,unbound intrinsic clearance in human liver microsomes | | admet | ml.min-1.kg-1,chembl_hlm_unbound
22935453,CHEMBL501701,N=C(N)NC(=O)c1nc(Cl)c(N2CCCCCC2)nc1N,smiles_found,CHEMBL612558,ADMET,CHEMBL4739462,CHEMBL4732263,2021,CL,=,74.0,mL.min-1.g-1,,,A,Unbound intrinsic clearance in human liver microsomes at 1 uM up to 60 mins in presence of NADPH,unbound intrinsic clearance in human liver microsomes at 1 um up to 60 mins in presence of nadph | | admet | ml.min-1.g-1,chembl_hlm_unbound
22935455,CHEMBL4212068,N=C(N)NC(=O)c1nc(-c2cncnc2)c(N2CCCCCC2)nc1N,smiles_found,CHEMBL612558,ADMET,CHEMBL4739462,CHEMBL4732263,2021,CL,=,32.0,mL.min-1.g-1,,,A,Unbound intrinsic clearance in human liver microsomes at 1 uM up to 60 mins in presence of NADPH,unbound intrinsic clearance in human liver microsomes at 1 um up to 60 mins in presence of nadph | | admet | ml.min-1.g-1,chembl_hlm_unbound
22935457,CHEMBL4217043,COc1ncc(-c2nc(C(=O)NC(=N)N)c(N)nc2N2CCCCCC2)cn1,smiles_found,CHEMBL612558,ADMET,CHEMBL4739462,CHEMBL4732263,2021,CL,=,92.0,mL.min-1.g-1,,,A,Unbound intrinsic clearance in human liver microsomes at 1 uM up to 60 mins in presence of NADPH,unbound intrinsic clearance in human liver microsomes at 1 um up to 60 mins in presence of nadph | | admet | ml.min-1.g-1,chembl_hlm_unbound
22935458,CHEMBL4450426,N=C(N)NC(=O)c1nc(-c2ccc(C(F)(F)F)cc2)c(N)nc1N,smiles_found,CHEMBL612558,ADMET,CHEMBL4739462,CHEMBL4732263,2021,CL,=,11.0,mL.min-1.g-1,,,A,Unbound intrinsic clearance in human liver microsomes at 1 uM up to 60 mins in presence of NADPH,unbound intrinsic clearance in human liver microsomes at 1 um up to 60 mins in presence of nadph | | admet | ml.min-1.g-1,chembl_hlm_unbound
22935459,CHEMBL4203024,N=C(N)NC(=O)c1nc(-c2ccc(C(F)(F)F)cc2)c(N2CCCCCC2)nc1N,smiles_found,CHEMBL612558,ADMET,CHEMBL4739462,CHEMBL4732263,2021,CL,=,355.0,mL.min-1.g-1,,,A,Unbound intrinsic clearance in human liver microsomes at 1 uM up to 60 mins in presence of NADPH,unbound intrinsic clearance in human liver microsomes at 1 um up to 60 mins in presence of nadph | | admet | ml.min-1.g-1,chembl_hlm_unbound
22935460,CHEMBL4450051,N=C(N)NC(=O)c1nc(-c2ccco2)c(N)nc1N,smiles_found,CHEMBL612558,ADMET,CHEMBL4739462,CHEMBL4732263,2021,CL,=,55.0,mL.min-1.g-1,,,A,Unbound intrinsic clearance in human liver microsomes at 1 uM up to 60 mins in presence of NADPH,unbound intrinsic clearance in human liver microsomes at 1 um up to 60 mins in presence of nadph | | admet | ml.min-1.g-1,chembl_hlm_unbound
22935461,CHEMBL4208241,N=C(N)NC(=O)c1nc(-c2ccco2)c(N2CCCCCC2)nc1N,smiles_found,CHEMBL612558,ADMET,CHEMBL4739462,CHEMBL4732263,2021,CL,=,687.0,mL.min-1.g-1,,,A,Unbound intrinsic clearance in human liver microsomes at 1 uM up to 60 mins in presence of NADPH,unbound intrinsic clearance in human liver microsomes at 1 um up to 60 mins in presence of nadph | | admet | ml.min-1.g-1,chembl_hlm_unbound
22935462,CHEMBL4473654,N=C(N)NC(=O)c1nc(-c2cc3ccccc3o2)c(N)nc1N,smiles_found,CHEMBL612558,ADMET,CHEMBL4739462,CHEMBL4732263,2021,CL,=,84.0,mL.min-1.g-1,,,A,Unbound intrinsic clearance in human liver microsomes at 1 uM up to 60 mins in presence of NADPH,unbound intrinsic clearance in human liver microsomes at 1 um up to 60 mins in presence of nadph | | admet | ml.min-1.g-1,chembl_hlm_unbound
22935463,CHEMBL4213248,N=C(N)NC(=O)c1nc(-c2cc3ccccc3o2)c(N2CCCCCC2)nc1N,smiles_found,CHEMBL612558,ADMET,CHEMBL4739462,CHEMBL4732263,2021,CL,=,888.0,mL.min-1.g-1,,,A,Unbound intrinsic clearance in human liver microsomes at 1 uM up to 60 mins in presence of NADPH,unbound intrinsic clearance in human liver microsomes at 1 um up to 60 mins in presence of nadph | | admet | ml.min-1.g-1,chembl_hlm_unbound
22935464,CHEMBL4546029,N=C(N)NC(=O)c1nc(-c2cc3ccccc3s2)c(N)nc1N,smiles_found,CHEMBL612558,ADMET,CHEMBL4739462,CHEMBL4732263,2021,CL,=,41.0,mL.min-1.g-1,,,A,Unbound intrinsic clearance in human liver microsomes at 1 uM up to 60 mins in presence of NADPH,unbound intrinsic clearance in human liver microsomes at 1 um up to 60 mins in presence of nadph | | admet | ml.min-1.g-1,chembl_hlm_unbound
22935465,CHEMBL4208316,N=C(N)NC(=O)c1nc(-c2cc3ccccc3s2)c(N2CCCCCC2)nc1N,smiles_found,CHEMBL612558,ADMET,CHEMBL4739462,CHEMBL4732263,2021,CL,=,433.0,mL.min-1.g-1,,,A,Unbound intrinsic clearance in human liver microsomes at 1 uM up to 60 mins in presence of NADPH,unbound intrinsic clearance in human liver microsomes at 1 um up to 60 mins in presence of nadph | | admet | ml.min-1.g-1,chembl_hlm_unbound
22994899,CHEMBL4781656,COc1ccc(S(=O)(=O)c2cc(C(N)=O)c(NC(=O)C(C)(C)O)s2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4775879,CHEMBL4765492,2021,CL,=,10.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes,unbound intrinsic clearance in human liver microsomes | | admet | ml.min-1.kg-1,chembl_hlm_unbound
22994900,CHEMBL4798183,Nc1cc(S(=O)(=O)c2ccc(OC(F)(F)F)cc2)cnc1C(=O)NC[C@@H](O)C(F)(F)F,smiles_found,CHEMBL612558,ADMET,CHEMBL4775879,CHEMBL4765492,2021,CL,=,36.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes,unbound intrinsic clearance in human liver microsomes | | admet | ml.min-1.kg-1,chembl_hlm_unbound
22994901,CHEMBL4785210,C[C@H](O)CNC(=O)c1ncc(S(=O)(=O)c2ccc(OC(F)(F)F)cc2)cc1N,smiles_found,CHEMBL612558,ADMET,CHEMBL4775879,CHEMBL4765492,2021,CL,=,20.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes,unbound intrinsic clearance in human liver microsomes | | admet | ml.min-1.kg-1,chembl_hlm_unbound
22994902,CHEMBL4795705,Nc1cc(S(=O)(=O)c2ccc(F)cc2)cnc1C(=O)NC[C@@H](O)C(F)(F)F,smiles_found,CHEMBL612558,ADMET,CHEMBL4775879,CHEMBL4765492,2021,CL,=,16.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes,unbound intrinsic clearance in human liver microsomes | | admet | ml.min-1.kg-1,chembl_hlm_unbound
22994903,CHEMBL4776653,Nc1cc(S(=O)(=O)c2ccccc2OC(F)(F)F)cnc1C(=O)NC[C@@H](O)C(F)(F)F,smiles_found,CHEMBL612558,ADMET,CHEMBL4775879,CHEMBL4765492,2021,CL,=,45.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes,unbound intrinsic clearance in human liver microsomes | | admet | ml.min-1.kg-1,chembl_hlm_unbound
22994904,CHEMBL4781857,Nc1cc(S(=O)(=O)N2CCC(OC(F)(F)F)CC2)cnc1C(=O)NCC(O)C(F)(F)F,smiles_found,CHEMBL612558,ADMET,CHEMBL4775879,CHEMBL4765492,2021,CL,=,133.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes,unbound intrinsic clearance in human liver microsomes | | admet | ml.min-1.kg-1,chembl_hlm_unbound
23163122,CHEMBL4858336,Cc1cc(C(C)NC(=O)c2[nH]cc(Cc3ccc(C(F)(F)F)nc3)c2C)no1,smiles_found,CHEMBL612558,ADMET,CHEMBL4812693,CHEMBL4811258,2021,CL,=,60000.0,mL.min-1.g-1,Outside typical range,,A,Unbound intrinsic clearance in human liver microsomes at 1 uM measured up to 4 hrs by LC-MS analysis,unbound intrinsic clearance in human liver microsomes at 1 um measured up to 4 hrs by lc-ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unbound
23163123,CHEMBL4850116,Cc1c(Cc2ccc(C(F)(F)F)nc2)c[nH]c1C(=O)NC(C)c1cn[nH]c1,smiles_found,CHEMBL612558,ADMET,CHEMBL4812693,CHEMBL4811258,2021,CL,=,33000.0,mL.min-1.g-1,Outside typical range,,A,Unbound intrinsic clearance in human liver microsomes at 1 uM measured up to 4 hrs by LC-MS analysis,unbound intrinsic clearance in human liver microsomes at 1 um measured up to 4 hrs by lc-ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unbound
23163124,CHEMBL4850393,Cc1c(Cc2ccc(C(F)(F)F)nc2)c[nH]c1C(=O)NC(C)c1cnn(C)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL4812693,CHEMBL4811258,2021,CL,=,36000.0,mL.min-1.g-1,Outside typical range,,A,Unbound intrinsic clearance in human liver microsomes at 1 uM measured up to 4 hrs by LC-MS analysis,unbound intrinsic clearance in human liver microsomes at 1 um measured up to 4 hrs by lc-ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unbound
23163125,CHEMBL4848632,Cc1c(C2(c3ccc(C(F)(F)F)nc3)CC2)c[nH]c1C(=O)NC(C)c1nc[nH]n1,smiles_found,CHEMBL612558,ADMET,CHEMBL4812693,CHEMBL4811258,2021,CL,=,14000.0,mL.min-1.g-1,Outside typical range,,A,Unbound intrinsic clearance in human liver microsomes at 1 uM measured up to 4 hrs by LC-MS analysis,unbound intrinsic clearance in human liver microsomes at 1 um measured up to 4 hrs by lc-ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unbound
23163126,CHEMBL4876457,Cc1c(C2(c3ccc(C(F)(F)F)c(C#N)c3)CC2)c[nH]c1C(=O)NC(C)c1nc[nH]n1,smiles_found,CHEMBL612558,ADMET,CHEMBL4812693,CHEMBL4811258,2021,CL,=,35000.0,mL.min-1.g-1,Outside typical range,,A,Unbound intrinsic clearance in human liver microsomes at 1 uM measured up to 4 hrs by LC-MS analysis,unbound intrinsic clearance in human liver microsomes at 1 um measured up to 4 hrs by lc-ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unbound
24413290,CHEMBL5088730,CCOc1cc2cn(Cc3nn(CC(=O)O)c(=O)c4ccccc34)nc2cc1Cl,smiles_found,CHEMBL612558,ADMET,CHEMBL5046716,CHEMBL5046225,2021,CL,=,35.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes,unbound intrinsic clearance in human liver microsomes | | admet | ml.min-1.kg-1,chembl_hlm_unbound
24413293,CHEMBL5078844,O=C(O)Cc1nn(Cc2cn3cc(OCC4CC4)c(Cl)cc3n2)c2ccccc2c1=O,smiles_found,CHEMBL612558,ADMET,CHEMBL5046716,CHEMBL5046225,2021,CL,=,18.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes,unbound intrinsic clearance in human liver microsomes | | admet | ml.min-1.kg-1,chembl_hlm_unbound
24413294,CHEMBL5076031,CC(C(=O)O)c1nn(Cc2cn3cc(OCC4CC4)c(Cl)cc3n2)c2ccccc2c1=O,smiles_found,CHEMBL612558,ADMET,CHEMBL5046716,CHEMBL5046225,2021,CL,=,35.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes,unbound intrinsic clearance in human liver microsomes | | admet | ml.min-1.kg-1,chembl_hlm_unbound
24413296,CHEMBL5093130,CC(C)(C(=O)O)c1nn(Cc2cn3cc(OCC4CC4)c(Cl)cc3n2)c2ccccc2c1=O,smiles_found,CHEMBL612558,ADMET,CHEMBL5046716,CHEMBL5046225,2021,CL,=,21.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes,unbound intrinsic clearance in human liver microsomes | | admet | ml.min-1.kg-1,chembl_hlm_unbound
24413298,CHEMBL5090966,CC(C(=O)O)c1nn(Cc2cn3cc(OCC4CC4)c(C(F)(F)F)cc3n2)c2ccccc2c1=O,smiles_found,CHEMBL612558,ADMET,CHEMBL5046716,CHEMBL5046225,2021,CL,=,18.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes,unbound intrinsic clearance in human liver microsomes | | admet | ml.min-1.kg-1,chembl_hlm_unbound
24413299,CHEMBL5079623,C[C@H](C(=O)O)n1nc(Cn2cc3cc(OCC4CC4)c(Cl)cc3n2)c2ccccc2c1=O,smiles_found,CHEMBL612558,ADMET,CHEMBL5046716,CHEMBL5046225,2021,CL,=,20.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsomes,unbound intrinsic clearance in human liver microsomes | | admet | ml.min-1.kg-1,chembl_hlm_unbound
24503212,CHEMBL5081557,CS(=O)(=O)c1ccc(CNC(=O)c2cc3c(s2)C2(CCN(Cc4ccccc4Cl)CC2)OCC3)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5053624,CHEMBL5053486,2021,CL,=,4043.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsome assessed as parent compound remaining at 2 uM incubated for 30 mins in presence of NADPH by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsome assessed as parent compound remaining at 2 um incubated for 30 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_unbound
24503213,CHEMBL5093568,CS(=O)(=O)c1ccc(CNC(=O)c2cc3c(s2)C2(CCN(Cc4ccc(Cl)cc4Cl)CC2)OCC3)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5053624,CHEMBL5053486,2021,CL,=,3450.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsome assessed as parent compound remaining at 2 uM incubated for 30 mins in presence of NADPH by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsome assessed as parent compound remaining at 2 um incubated for 30 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_unbound
24503214,CHEMBL5081257,CS(=O)(=O)c1ccc(CNC(=O)c2cc3c(s2)C2(CCN(Cc4ccc(Cl)cc4)CC2)OCC3)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5053624,CHEMBL5053486,2021,CL,=,495.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsome assessed as parent compound remaining at 2 uM incubated for 30 mins in presence of NADPH by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsome assessed as parent compound remaining at 2 um incubated for 30 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_unbound
24503215,CHEMBL5085419,CS(=O)(=O)c1ccc(CNC(=O)c2cc3c(s2)C2(CCN(Cc4ccc(C(F)(F)F)cc4)CC2)OCC3)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5053624,CHEMBL5053486,2021,CL,=,448.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsome assessed as parent compound remaining at 2 uM incubated for 30 mins in presence of NADPH by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsome assessed as parent compound remaining at 2 um incubated for 30 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_unbound
24503216,CHEMBL5082586,CS(=O)(=O)c1ccc(CNC(=O)c2cc3c(s2)C2(CCN(Cc4ccc(C#N)cc4)CC2)OCC3)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5053624,CHEMBL5053486,2021,CL,=,80.7,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsome assessed as parent compound remaining at 2 uM incubated for 30 mins in presence of NADPH by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsome assessed as parent compound remaining at 2 um incubated for 30 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_unbound
24503217,CHEMBL5077159,C[C@H](c1ccc(C#N)cc1)N1CCC2(CC1)OCCc1cc(C(=O)NCc3ccc(S(C)(=O)=O)cc3)sc12,smiles_found,CHEMBL612558,ADMET,CHEMBL5053624,CHEMBL5053486,2021,CL,=,218.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsome assessed as parent compound remaining at 2 uM incubated for 30 mins in presence of NADPH by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsome assessed as parent compound remaining at 2 um incubated for 30 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_unbound
24503218,CHEMBL5078351,CCS(=O)(=O)c1ccc(CNC(=O)c2cc3c(s2)C2(CCN([C@H](C)c4ccc(C#N)cc4)CC2)OCC3)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5053624,CHEMBL5053486,2021,CL,=,406.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsome assessed as parent compound remaining at 2 uM incubated for 30 mins in presence of NADPH by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsome assessed as parent compound remaining at 2 um incubated for 30 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_unbound
24503219,CHEMBL5079705,CCS(=O)(=O)c1ccc(CNC(=O)c2cc3c(s2)C2(CCN([C@H](C)c4cnc(C(F)(F)F)nc4)CC2)OCC3)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5053624,CHEMBL5053486,2021,CL,=,69.5,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsome assessed as parent compound remaining at 2 uM incubated for 30 mins in presence of NADPH by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsome assessed as parent compound remaining at 2 um incubated for 30 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_unbound
24503220,CHEMBL5089797,CCS(=O)(=O)c1ccc(CNC(=O)c2cc3c(s2)C2(CCN([C@H](C)c4cnc(C(F)(F)F)nc4)CC2)O[C@@H](C)C3)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5053624,CHEMBL5053486,2021,CL,=,36.2,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsome assessed as parent compound remaining at 2 uM incubated for 30 mins in presence of NADPH by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsome assessed as parent compound remaining at 2 um incubated for 30 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_unbound
24503221,CHEMBL5092218,CCS(=O)(=O)c1ccc(CNC(=O)c2cc3c(s2)C2(CCN([C@H](C)c4ccc(C#N)cc4)CC2)OCC3)nc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5053624,CHEMBL5053486,2021,CL,=,92.2,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsome assessed as parent compound remaining at 2 uM incubated for 30 mins in presence of NADPH by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsome assessed as parent compound remaining at 2 um incubated for 30 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_unbound
24503222,CHEMBL5084186,CCS(=O)(=O)c1ccc(CNC(=O)c2cc3c(s2)C2(CCN([C@H](C)c4cnc(C(F)(F)F)nc4)CC2)O[C@@H](C)C3)nc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5053624,CHEMBL5053486,2021,CL,=,32.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in human liver microsome assessed as parent compound remaining at 2 uM incubated for 30 mins in presence of NADPH by LC-MS/MS analysis,unbound intrinsic clearance in human liver microsome assessed as parent compound remaining at 2 um incubated for 30 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_unbound
