activity_id,molecule_chembl_id,smiles,structure_status,target_chembl_id,target_name,assay_chembl_id,document_chembl_id,data_year,standard_type,standard_relation,standard_value,standard_units,data_validity_comment,activity_comment,assay_type,assay_description,classification_text,classification_bucket
489476,CHEMBL341089,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2ccn(-c3ccccc3)c2)C[C@H]1C(=O)NCC(F)(F)F,smiles_found,CHEMBL612558,ADMET,CHEMBL618995,CHEMBL1146635,2003,CL,=,332.0,mL.min-1.kg-1,,,A,Plasma clearance in human liver microsomes,plasma clearance in human liver microsomes | | admet | ml.min-1.kg-1,chembl_hlm_unknown
18533722,CHEMBL4205698,COc1ccc2c(-c3cccc(C#C[C@]4(O)CCN(C)C4=O)c3)nc(C(N)=O)n2c1,smiles_found,CHEMBL612558,ADMET,CHEMBL4195753,CHEMBL4190405,2018,CL,=,16.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM up to 60 mins in presence of NADPH by LC-MS/MS analysis,clearance in human liver microsomes at 1 um up to 60 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_unknown
18533723,CHEMBL4217407,CN1CC[C@@](O)(C#Cc2cccc(-c3nc(C(N)=O)n4ccccc34)c2)C1=O,smiles_found,CHEMBL612558,ADMET,CHEMBL4195753,CHEMBL4190405,2018,CL,=,13.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM up to 60 mins in presence of NADPH by LC-MS/MS analysis,clearance in human liver microsomes at 1 um up to 60 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_unknown
18533724,CHEMBL4210066,CCOc1ccn2c(-c3cccc(C#C[C@]4(O)CCN(C)C4=O)c3)nc(C(N)=O)c2c1,smiles_found,CHEMBL612558,ADMET,CHEMBL4195753,CHEMBL4190405,2018,CL,=,16.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM up to 60 mins in presence of NADPH by LC-MS/MS analysis,clearance in human liver microsomes at 1 um up to 60 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_unknown
18533725,CHEMBL4205172,CN1CC[C@@](O)(C#Cc2cccc(-c3nc(C(N)=O)c4ccccn34)c2)C1=O,smiles_found,CHEMBL612558,ADMET,CHEMBL4195753,CHEMBL4190405,2018,CL,=,4.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM up to 60 mins in presence of NADPH by LC-MS/MS analysis,clearance in human liver microsomes at 1 um up to 60 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_unknown
18534124,CHEMBL4213475,NC(=O)c1sc(N2CCOCC2)cc1OCCc1ccccc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4195851,CHEMBL4190407,2018,CL,=,3.5,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | admet | ml.min-1.g-1,chembl_hlm_unknown
18563726,CHEMBL4213030,Cc1ncccc1-c1cc(F)cc(N2C[C@H](N3CCN(c4ncccn4)CC3)CC2=O)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL4202170,CHEMBL4196222,2018,CL,=,29.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes at 10 times MAGL IC50 incubated for 60 mins by mass spectrometry,clearance in human liver microsomes at 10 times magl ic50 incubated for 60 mins by mass spectrometry | | admet | ml.min-1.g-1,chembl_hlm_unknown
18563727,CHEMBL4204645,O=C(c1nccs1)N1CCN(C2CC(=O)N(c3cccc(-c4ccccc4Cl)c3)C2)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL4202170,CHEMBL4196222,2018,CL,=,181.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes at 10 times MAGL IC50 incubated for 60 mins by mass spectrometry,clearance in human liver microsomes at 10 times magl ic50 incubated for 60 mins by mass spectrometry | | admet | ml.min-1.g-1,chembl_hlm_unknown
18563728,CHEMBL4205102,Cc1ccccc1-c1cccc(N2CC(N3CCN(C(=O)c4nccs4)CC3)CC2=O)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL4202170,CHEMBL4196222,2018,CL,=,242.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes at 10 times MAGL IC50 incubated for 60 mins by mass spectrometry,clearance in human liver microsomes at 10 times magl ic50 incubated for 60 mins by mass spectrometry | | admet | ml.min-1.g-1,chembl_hlm_unknown
18563729,CHEMBL4211452,Cc1cccnc1-c1cccc(N2CC(N3CCN(C(=O)c4nccs4)CC3)CC2=O)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL4202170,CHEMBL4196222,2018,CL,=,52.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes at 10 times MAGL IC50 incubated for 60 mins by mass spectrometry,clearance in human liver microsomes at 10 times magl ic50 incubated for 60 mins by mass spectrometry | | admet | ml.min-1.g-1,chembl_hlm_unknown
18563730,CHEMBL4217781,Cc1ncccc1-c1cccc(N2CC(N3CCN(C(=O)c4nccs4)CC3)CC2=O)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL4202170,CHEMBL4196222,2018,CL,=,30.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes at 10 times MAGL IC50 incubated for 60 mins by mass spectrometry,clearance in human liver microsomes at 10 times magl ic50 incubated for 60 mins by mass spectrometry | | admet | ml.min-1.g-1,chembl_hlm_unknown
18563731,CHEMBL4207794,Cc1ncccc1-c1cc(N2CC(N3CCN(C(=O)c4nccs4)CC3)CC2=O)ccc1F,smiles_found,CHEMBL612558,ADMET,CHEMBL4202170,CHEMBL4196222,2018,CL,=,25.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes at 10 times MAGL IC50 incubated for 60 mins by mass spectrometry,clearance in human liver microsomes at 10 times magl ic50 incubated for 60 mins by mass spectrometry | | admet | ml.min-1.g-1,chembl_hlm_unknown
18563732,CHEMBL4205550,Cc1ncccc1-c1cc(F)cc(N2CC(N3CCN(C(=O)c4nccs4)CC3)CC2=O)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL4202170,CHEMBL4196222,2018,CL,=,69.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes at 10 times MAGL IC50 incubated for 60 mins by mass spectrometry,clearance in human liver microsomes at 10 times magl ic50 incubated for 60 mins by mass spectrometry | | admet | ml.min-1.g-1,chembl_hlm_unknown
18563733,CHEMBL4210423,Cc1ncccc1-c1cc(F)cc(N2CC(N3CCN(c4ncccn4)CC3)CC2=O)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL4202170,CHEMBL4196222,2018,CL,=,65.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes at 10 times MAGL IC50 incubated for 60 mins by mass spectrometry,clearance in human liver microsomes at 10 times magl ic50 incubated for 60 mins by mass spectrometry | | admet | ml.min-1.g-1,chembl_hlm_unknown
18563734,CHEMBL4208986,Cc1ncccc1-c1cc(F)cc(N2C[C@@H](N3CCN(c4ncccn4)CC3)CC2=O)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL4202170,CHEMBL4196222,2018,CL,=,57.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes at 10 times MAGL IC50 incubated for 60 mins by mass spectrometry,clearance in human liver microsomes at 10 times magl ic50 incubated for 60 mins by mass spectrometry | | admet | ml.min-1.g-1,chembl_hlm_unknown
18571188,CHEMBL4225254,CCN(CC)c1ccc(Cl)c2nc3n(c12)CCCN3c1ccc(Cl)cc1Cl,smiles_found,CHEMBL612558,ADMET,CHEMBL4221052,CHEMBL4219081,2018,CL,=,184.0,mL.min-1.g-1,,,A,Stability in human liver microsomes assessed as compound clearance after 20 mins,stability in human liver microsomes assessed as compound clearance after 20 mins | | admet | ml.min-1.g-1,chembl_hlm_unknown
18571189,CHEMBL4225843,CCN(O)c1ccc(Cl)c2nc3n(c12)CCCN3c1ccc(Cl)cc1Cl,smiles_found,CHEMBL612558,ADMET,CHEMBL4221052,CHEMBL4219081,2018,CL,=,29.0,mL.min-1.g-1,,,A,Stability in human liver microsomes assessed as compound clearance after 20 mins,stability in human liver microsomes assessed as compound clearance after 20 mins | | admet | ml.min-1.g-1,chembl_hlm_unknown
18571190,CHEMBL4224989,CCC(=O)c1ccc(Cl)c2nc3n(c12)CCCN3c1ccc(Cl)cc1Cl,smiles_found,CHEMBL612558,ADMET,CHEMBL4221052,CHEMBL4219081,2018,CL,=,72.0,mL.min-1.g-1,,,A,Stability in human liver microsomes assessed as compound clearance after 20 mins,stability in human liver microsomes assessed as compound clearance after 20 mins | | admet | ml.min-1.g-1,chembl_hlm_unknown
18571191,CHEMBL4225575,CCC(C#N)c1ccc(Cl)c2nc3n(c12)CCCN3c1ccc(Cl)cc1Cl,smiles_found,CHEMBL612558,ADMET,CHEMBL4221052,CHEMBL4219081,2018,CL,=,16.0,mL.min-1.g-1,,,A,Stability in human liver microsomes assessed as compound clearance after 20 mins,stability in human liver microsomes assessed as compound clearance after 20 mins | | admet | ml.min-1.g-1,chembl_hlm_unknown
18571192,CHEMBL4224722,CCC(c1ccc(Cl)c2nc3n(c12)CCCN3c1ccc(Cl)cc1Cl)n1ccnc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4221052,CHEMBL4219081,2018,CL,=,14.0,mL.min-1.g-1,,,A,Stability in human liver microsomes assessed as compound clearance after 20 mins,stability in human liver microsomes assessed as compound clearance after 20 mins | | admet | ml.min-1.g-1,chembl_hlm_unknown
18571193,CHEMBL4225316,CCC(OC)c1ccc(Cl)c2nc3n(c12)CCCN3c1ccc(Cl)cc1Cl,smiles_found,CHEMBL612558,ADMET,CHEMBL4221052,CHEMBL4219081,2018,CL,=,166.0,mL.min-1.g-1,,,A,Stability in human liver microsomes assessed as compound clearance after 20 mins,stability in human liver microsomes assessed as compound clearance after 20 mins | | admet | ml.min-1.g-1,chembl_hlm_unknown
18571230,CHEMBL4224781,COc1nc(C)nc(OC)c1N1CCCn2c1nc1c(Cl)ccc(C(OC(F)F)C(F)(F)F)c12,smiles_found,CHEMBL612558,ADMET,CHEMBL4221052,CHEMBL4219081,2018,CL,=,82.0,mL.min-1.g-1,,,A,Stability in human liver microsomes assessed as compound clearance after 20 mins,stability in human liver microsomes assessed as compound clearance after 20 mins | | admet | ml.min-1.g-1,chembl_hlm_unknown
18571231,CHEMBL4227282,CCc1nc(C)nc(CC)c1N1CCCn2c1nc1c(Cl)ccc(C(OC(F)F)C(F)(F)F)c12,smiles_found,CHEMBL612558,ADMET,CHEMBL4221052,CHEMBL4219081,2018,CL,=,82.0,mL.min-1.g-1,,,A,Stability in human liver microsomes assessed as compound clearance after 20 mins,stability in human liver microsomes assessed as compound clearance after 20 mins | | admet | ml.min-1.g-1,chembl_hlm_unknown
18571232,CHEMBL4225039,CCc1nc(C)c(N2CCCn3c2nc2c(Cl)ccc(C(OC(F)F)C(F)(F)F)c23)c(C)n1,smiles_found,CHEMBL612558,ADMET,CHEMBL4221052,CHEMBL4219081,2018,CL,=,53.0,mL.min-1.g-1,,,A,Stability in human liver microsomes assessed as compound clearance after 20 mins,stability in human liver microsomes assessed as compound clearance after 20 mins | | admet | ml.min-1.g-1,chembl_hlm_unknown
18571233,CHEMBL4227177,Cc1nc(C)c(N2CCCn3c2nc2c(Cl)ccc(C(OC(F)F)C(F)(F)F)c23)c(C)n1,smiles_found,CHEMBL612558,ADMET,CHEMBL4221052,CHEMBL4219081,2018,CL,=,9.0,mL.min-1.g-1,,,A,Stability in human liver microsomes assessed as compound clearance after 20 mins,stability in human liver microsomes assessed as compound clearance after 20 mins | | admet | ml.min-1.g-1,chembl_hlm_unknown
18571235,CHEMBL4225373,COc1ccc(N2CCCn3c2nc2c(Cl)ccc(C(OC(F)F)C(F)(F)F)c23)c(C)n1,smiles_found,CHEMBL612558,ADMET,CHEMBL4221052,CHEMBL4219081,2018,CL,=,26.0,mL.min-1.g-1,,,A,Stability in human liver microsomes assessed as compound clearance after 20 mins,stability in human liver microsomes assessed as compound clearance after 20 mins | | admet | ml.min-1.g-1,chembl_hlm_unknown
18587935,CHEMBL4228416,COc1ccc(C(=O)N2CC[C@@H](NC(=O)c3ccccc3Cl)[C@@H](c3ccccc3)C2)cc1OC,smiles_found,CHEMBL612558,ADMET,CHEMBL4223802,CHEMBL4219232,2018,CL,=,21.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes in presence of NADPH,clearance in human liver microsomes in presence of nadph | | admet | ml.min-1.g-1,chembl_hlm_unknown
18587938,CHEMBL4225192,COc1ccc(C(=O)N2CCC(NC(=O)c3ccccc3Cl)c3ccc(Cl)cc32)cc1OC,smiles_found,CHEMBL612558,ADMET,CHEMBL4223802,CHEMBL4219232,2018,CL,=,132.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes in presence of NADPH,clearance in human liver microsomes in presence of nadph | | admet | ml.min-1.g-1,chembl_hlm_unknown
18587965,CHEMBL4226297,COc1ccc(C(=O)N2CCC(NC(=O)c3ccccc3Cl)c3c2cnn3C)cc1OC,smiles_found,CHEMBL612558,ADMET,CHEMBL4223802,CHEMBL4219232,2018,CL,=,6.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes in presence of NADPH,clearance in human liver microsomes in presence of nadph | | admet | ml.min-1.g-1,chembl_hlm_unknown
18587966,CHEMBL4225462,COc1cc(C(=O)N2CCC(NC(=O)c3ccccc3OC(F)(F)F)c3c2cnn3C(C)C)cnc1OC,smiles_found,CHEMBL612558,ADMET,CHEMBL4223802,CHEMBL4219232,2018,CL,=,15.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes in presence of NADPH,clearance in human liver microsomes in presence of nadph | | admet | ml.min-1.g-1,chembl_hlm_unknown
18587967,CHEMBL4225519,COc1cc(C(=O)N2CC[C@H](NC(=O)c3ccccc3OC(F)(F)F)c3c2cnn3C(C)C)cnc1OC,smiles_found,CHEMBL612558,ADMET,CHEMBL4223802,CHEMBL4219232,2018,CL,=,6.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes in presence of NADPH,clearance in human liver microsomes in presence of nadph | | admet | ml.min-1.g-1,chembl_hlm_unknown
18658381,CHEMBL4240594,C[C@@H]1CC[C@@H]2[C@]34OO[C@](C)(CC[C@@H]13)O[C@H]4O[C@]2(C)COP(=O)(OC[C@@]1(C)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3)Oc1ccccc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4231574,CHEMBL4229365,2018,CL,=,54.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes at 1.11 uM preincubated for 10 mins followed by NADPH addition by LC-MS/MS analysis,clearance in human liver microsomes at 1.11 um preincubated for 10 mins followed by nadph addition by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
18658382,CHEMBL4245848,C[C@@H]1CC[C@H]2[C@@H](O)[C@H](OC(=O)CCC(=O)O[C@@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3O)[C@@]46OO5)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,smiles_found,CHEMBL612558,ADMET,CHEMBL4231574,CHEMBL4229365,2018,CL,=,123.7,mL.min-1.g-1,,,A,Clearance in human liver microsomes at 1.11 uM preincubated for 10 mins followed by NADPH addition by LC-MS/MS analysis,clearance in human liver microsomes at 1.11 um preincubated for 10 mins followed by nadph addition by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
18658383,CHEMBL42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL4231574,CHEMBL4229365,2018,CL,=,17.4,mL.min-1.g-1,,,A,Clearance in human liver microsomes at 1.11 uM preincubated for 10 mins followed by NADPH addition by LC-MS/MS analysis,clearance in human liver microsomes at 1.11 um preincubated for 10 mins followed by nadph addition by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
18658384,CHEMBL386630,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,smiles_found,CHEMBL612558,ADMET,CHEMBL4231574,CHEMBL4229365,2018,CL,=,96.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes at 1.11 uM preincubated for 10 mins followed by NADPH addition by LC-MS/MS analysis,clearance in human liver microsomes at 1.11 um preincubated for 10 mins followed by nadph addition by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
18659774,CHEMBL4249443,O=C(NCCc1ccc(O)cc1)[C@@H]1CCC2=Nc3ccc(Br)cc3CN21,smiles_found,CHEMBL612558,ADMET,CHEMBL4231930,CHEMBL4229377,2018,CL,=,46.3,mL.min-1.g-1,,,A,Clearance in human liver microsomes at 10 uM preincubated for 10 mins followed by NADPH addition and measured up to 60 mins,clearance in human liver microsomes at 10 um preincubated for 10 mins followed by nadph addition and measured up to 60 mins | | admet | ml.min-1.g-1,chembl_hlm_unknown
18659775,CHEMBL4241842,COc1ccc(COC(=O)[C@@H]2CCC3=Nc4ccccc4CN32)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4231930,CHEMBL4229377,2018,CL,=,1183.2,mL.min-1.g-1,,,A,Clearance in human liver microsomes at 10 uM preincubated for 10 mins followed by NADPH addition and measured up to 60 mins,clearance in human liver microsomes at 10 um preincubated for 10 mins followed by nadph addition and measured up to 60 mins | | admet | ml.min-1.g-1,chembl_hlm_unknown
18659776,CHEMBL319706,C[C@@H]([C@@H](O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL4231930,CHEMBL4229377,2018,CL,=,108.6,mL.min-1.g-1,,,A,Clearance in human liver microsomes at 10 uM preincubated for 10 mins followed by NADPH addition and measured up to 60 mins,clearance in human liver microsomes at 10 um preincubated for 10 mins followed by nadph addition and measured up to 60 mins | | admet | ml.min-1.g-1,chembl_hlm_unknown
18682997,CHEMBL4241824,Cc1cc(C)n(-c2cccc([C@H](CC(=O)O)CN3CC[C@@H](CCc4ccc5c(n4)NCCC5)C3)c2)n1,smiles_found,CHEMBL612558,ADMET,CHEMBL4236977,CHEMBL4229566,2018,CL,=,0.58,mL.min-1.g-1,,,A,Clearance in human liver microsomes at 0.5 uM up to 45 mins by LC-MS/MS analysis,clearance in human liver microsomes at 0.5 um up to 45 mins by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
18705438,CHEMBL4283226,C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccccc4)n(C)nc3c2=O)CC1)c1ccccc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4255855,CHEMBL4251701,2018,CL,=,19.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM in presence of NADPH measured up to 50 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um in presence of nadph measured up to 50 mins by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_unknown
18705439,CHEMBL4287721,C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc(CO)cc4)n(C)nc3c2=O)CC1)c1ccccc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4255855,CHEMBL4251701,2018,CL,=,19.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM in presence of NADPH measured up to 50 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um in presence of nadph measured up to 50 mins by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_unknown
18705440,CHEMBL4288150,C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc(CN)cc4)n(C)nc3c2=O)CC1)c1ccccc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4255855,CHEMBL4251701,2018,CL,=,18.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM in presence of NADPH measured up to 50 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um in presence of nadph measured up to 50 mins by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_unknown
18705441,CHEMBL4294359,C[C@H](CC(=O)N1CCC(O)(Cn2cnc(NCCN3CCCC3)cc2=O)CC1)c1ccccc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4255855,CHEMBL4251701,2018,CL,=,11.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM in presence of NADPH measured up to 50 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um in presence of nadph measured up to 50 mins by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_unknown
18705442,CHEMBL4283787,Cn1nc2c(=O)n(CC3(O)CCN(C(=O)C[C@H](c4ccccc4)C(F)(F)F)CC3)cnc2c1-c1ccc(CN)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4255855,CHEMBL4251701,2018,CL,=,7.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM in presence of NADPH measured up to 50 mins by LC-MS/MS analysis,clearance in human liver microsomes at 1 um in presence of nadph measured up to 50 mins by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_unknown
18708711,CHEMBL4285790,CS(=O)(=O)Nc1nnc2cc(COc3cc(Cl)cc(Cl)c3)c(C3CC3)cn12,smiles_found,CHEMBL612558,ADMET,CHEMBL4256595,CHEMBL4251746,2018,CL,=,3.9,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM after 20 to 60 mins by LC-MS/MS method,clearance in human liver microsomes at 1 um after 20 to 60 mins by lc-ms/ms method | | admet | ml.min-1.kg-1,chembl_hlm_unknown
18708712,CHEMBL4290579,O=S(=O)(Nc1nnc2cc(OCC34CC5CC(CC(C5)C3)C4)c(C3CC3)cn12)C1CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL4256595,CHEMBL4251746,2018,CL,=,12.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM after 20 to 60 mins by LC-MS/MS method,clearance in human liver microsomes at 1 um after 20 to 60 mins by lc-ms/ms method | | admet | ml.min-1.kg-1,chembl_hlm_unknown
18708713,CHEMBL4279238,CS(=O)(=O)Nc1nnc2cc(OCC34CC5CC(CC(C5)C3)C4)c(C3CC3)cn12,smiles_found,CHEMBL612558,ADMET,CHEMBL4256595,CHEMBL4251746,2018,CL,=,14.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes at 1 uM after 20 to 60 mins by LC-MS/MS method,clearance in human liver microsomes at 1 um after 20 to 60 mins by lc-ms/ms method | | admet | ml.min-1.kg-1,chembl_hlm_unknown
18708919,CHEMBL3341985,CS(=O)(=O)NC(=O)c1cc(Cl)c(OCC23CC4CC(CC(C4)C2)C3)cc1F,smiles_found,CHEMBL612558,ADMET,CHEMBL4256640,CHEMBL4251746,2018,CL,=,19.0,mL.min-1.kg-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | admet | ml.min-1.kg-1,chembl_hlm_unknown
18718629,CHEMBL3617053,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)C(c1ccccc1)c1ccccc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4257715,CHEMBL4257443,2017,CL,=,15.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | admet | ml.min-1.g-1,chembl_hlm_unknown
18718751,CHEMBL4276813,O=S(=O)(Nc1ncns1)c1ccc(OCc2ccc(OC(F)(F)F)c(Cl)c2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4257715,CHEMBL4257443,2017,CL,=,15.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | admet | ml.min-1.g-1,chembl_hlm_unknown
18731827,CHEMBL4294083,C#Cc1ccc([C@H](C)NC(=O)N(C)C2CCN(C3CCc4cc(-c5cc(C)ncn5)ccc43)CC2)c(Cl)c1Cl,smiles_found,CHEMBL612558,ADMET,CHEMBL4260362,CHEMBL4257564,2018,CL,=,165.1,mL.min-1.g-1,,,A,Clearance in human liver microsomes at 0.625 uM preincubated for 5 mins followed by NADPH addition and measured after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 0.625 um preincubated for 5 mins followed by nadph addition and measured after 60 mins by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
18731831,CHEMBL4282394,COc1ccc([C@H](C)NC(=O)N(C)C2CCN(C3CCc4cc(-c5cc(C)ncn5)ccc43)CC2)c(Cl)c1Cl,smiles_found,CHEMBL612558,ADMET,CHEMBL4260362,CHEMBL4257564,2018,CL,=,94.2,mL.min-1.g-1,,,A,Clearance in human liver microsomes at 0.625 uM preincubated for 5 mins followed by NADPH addition and measured after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 0.625 um preincubated for 5 mins followed by nadph addition and measured after 60 mins by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
18731911,CHEMBL4290680,Cc1cc(-c2ccc3c(c2)CCC3N2CCC(N(C)C(=O)N[C@@H](C)c3ccc(C#CC4CC4)c(Cl)c3Cl)CC2)ncn1,smiles_found,CHEMBL612558,ADMET,CHEMBL4260362,CHEMBL4257564,2018,CL,=,53.9,mL.min-1.g-1,,,A,Clearance in human liver microsomes at 0.625 uM preincubated for 5 mins followed by NADPH addition and measured after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 0.625 um preincubated for 5 mins followed by nadph addition and measured after 60 mins by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
18731916,CHEMBL4277793,COc1ccc([C@H](C)NC(=O)N(C)C2CCN(C3CCc4cc(C)ccc43)CC2)c(Cl)c1Cl,smiles_found,CHEMBL612558,ADMET,CHEMBL4260362,CHEMBL4257564,2018,CL,=,80.3,mL.min-1.g-1,,,A,Clearance in human liver microsomes at 0.625 uM preincubated for 5 mins followed by NADPH addition and measured after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 0.625 um preincubated for 5 mins followed by nadph addition and measured after 60 mins by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
18731917,CHEMBL4279987,COc1ccc([C@H](C)NC(=O)N(C)C2CCN(C3CCc4cc(Cl)ccc43)CC2)c(Cl)c1Cl,smiles_found,CHEMBL612558,ADMET,CHEMBL4260362,CHEMBL4257564,2018,CL,=,241.2,mL.min-1.g-1,,,A,Clearance in human liver microsomes at 0.625 uM preincubated for 5 mins followed by NADPH addition and measured after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 0.625 um preincubated for 5 mins followed by nadph addition and measured after 60 mins by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
18731919,CHEMBL4283454,COc1ccc([C@H](C)NC(=O)N(C)C2CCN(C3CCc4cc(O)ccc43)CC2)c(Cl)c1Cl,smiles_found,CHEMBL612558,ADMET,CHEMBL4260362,CHEMBL4257564,2018,CL,=,87.1,mL.min-1.g-1,,,A,Clearance in human liver microsomes at 0.625 uM preincubated for 5 mins followed by NADPH addition and measured after 60 mins by LC-MS/MS analysis,clearance in human liver microsomes at 0.625 um preincubated for 5 mins followed by nadph addition and measured after 60 mins by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
