activity_id,molecule_chembl_id,smiles,structure_status,target_chembl_id,target_name,assay_chembl_id,document_chembl_id,data_year,standard_type,standard_relation,standard_value,standard_units,data_validity_comment,activity_comment,assay_type,assay_description,classification_text,classification_bucket
2271795,CHEMBL460108,Cc1nnc([C@](F)([C@H]2Cc3[nH]c4ccc(Cl)cc4c3C2)S(=O)(=O)c2ccccc2)o1,smiles_found,CHEMBL612558,ADMET,CHEMBL1015311,CHEMBL1153298,2009,CL,=,59.0,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as compound clearance,metabolic stability in mouse liver microsomes assessed as compound clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
24351444,CHEMBL5089923,CCO[C@@H]1O[C@H](CNC(=O)c2ccc(S(N)(=O)=O)cc2)[C@@H](O)[C@H](O)[C@H]1O,smiles_found,CHEMBL612558,ADMET,CHEMBL5032278,CHEMBL5030561,2021,CL,=,1.54,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as clearance,metabolic stability in mouse liver microsomes assessed as clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
24351445,CHEMBL5085498,CCCO[C@@H]1O[C@H](CNC(=O)c2ccc(S(N)(=O)=O)cc2)[C@@H](O)[C@H](O)[C@H]1O,smiles_found,CHEMBL612558,ADMET,CHEMBL5032278,CHEMBL5030561,2021,CL,=,1.53,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as clearance,metabolic stability in mouse liver microsomes assessed as clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
24351446,CHEMBL5082693,CO[C@@H]1O[C@H](CNC(=O)c2ccc(S(N)(=O)=O)cc2)[C@H](O)[C@H](O)[C@H]1O,smiles_found,CHEMBL612558,ADMET,CHEMBL5032278,CHEMBL5030561,2021,CL,=,1.52,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as clearance,metabolic stability in mouse liver microsomes assessed as clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
24351447,CHEMBL5083451,CCO[C@@H]1O[C@H](CNC(=O)c2ccc(S(N)(=O)=O)cc2)[C@H](O)[C@H](O)[C@H]1O,smiles_found,CHEMBL612558,ADMET,CHEMBL5032278,CHEMBL5030561,2021,CL,=,1.5,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as clearance,metabolic stability in mouse liver microsomes assessed as clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
24351448,CHEMBL5084604,CCCO[C@@H]1O[C@H](CNC(=O)c2ccc(S(N)(=O)=O)cc2)[C@H](O)[C@H](O)[C@H]1O,smiles_found,CHEMBL612558,ADMET,CHEMBL5032278,CHEMBL5030561,2021,CL,=,1.38,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as clearance,metabolic stability in mouse liver microsomes assessed as clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
24351449,CHEMBL5091927,CO[C@@H]1O[C@H](CNC(=O)c2ccc(S(N)(=O)=O)cc2)[C@@H](O)[C@H](O)[C@@H]1O,smiles_found,CHEMBL612558,ADMET,CHEMBL5032278,CHEMBL5030561,2021,CL,=,1.6,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as clearance,metabolic stability in mouse liver microsomes assessed as clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
24351450,CHEMBL5093541,CCO[C@@H]1O[C@H](CNC(=O)c2ccc(S(N)(=O)=O)cc2)[C@@H](O)[C@H](O)[C@@H]1O,smiles_found,CHEMBL612558,ADMET,CHEMBL5032278,CHEMBL5030561,2021,CL,=,1.48,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as clearance,metabolic stability in mouse liver microsomes assessed as clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
24351451,CHEMBL5090536,CCCO[C@@H]1O[C@H](CNC(=O)c2ccc(S(N)(=O)=O)cc2)[C@@H](O)[C@H](O)[C@@H]1O,smiles_found,CHEMBL612558,ADMET,CHEMBL5032278,CHEMBL5030561,2021,CL,=,1.42,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as clearance,metabolic stability in mouse liver microsomes assessed as clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
24351452,CHEMBL5094148,CO[C@@H]1O[C@H](CNC(=O)c2ccc(S(N)(=O)=O)cc2)[C@@H](O)[C@H](O)[C@H]1N,smiles_found,CHEMBL612558,ADMET,CHEMBL5032278,CHEMBL5030561,2021,CL,=,1.64,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as clearance,metabolic stability in mouse liver microsomes assessed as clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
24351453,CHEMBL5094014,CCO[C@@H]1O[C@H](CNC(=O)c2ccc(S(N)(=O)=O)cc2)[C@@H](O)[C@H](O)[C@H]1N,smiles_found,CHEMBL612558,ADMET,CHEMBL5032278,CHEMBL5030561,2021,CL,=,1.56,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as clearance,metabolic stability in mouse liver microsomes assessed as clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
24351454,CHEMBL5081057,CCCO[C@@H]1O[C@H](CNC(=O)c2ccc(S(N)(=O)=O)cc2)[C@@H](O)[C@H](O)[C@H]1N,smiles_found,CHEMBL612558,ADMET,CHEMBL5032278,CHEMBL5030561,2021,CL,=,1.42,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as clearance,metabolic stability in mouse liver microsomes assessed as clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
24351455,CHEMBL386630,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,smiles_found,CHEMBL612558,ADMET,CHEMBL5032278,CHEMBL5030561,2021,CL,=,1528.4,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as clearance,metabolic stability in mouse liver microsomes assessed as clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
24351456,CHEMBL139,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,smiles_found,CHEMBL612558,ADMET,CHEMBL5032278,CHEMBL5030561,2021,CL,=,137.4,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as clearance,metabolic stability in mouse liver microsomes assessed as clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
24351457,CHEMBL631,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5032278,CHEMBL5030561,2021,CL,=,2433.0,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as clearance,metabolic stability in mouse liver microsomes assessed as clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
24380121,CHEMBL4443524,CNC(=O)c1c(-c2ccc(O)cc2)oc2ccc(O)c(CN3CCCCC3)c12,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,2.8,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380122,CHEMBL5070158,CNC(=O)c1c(-c2ccc(O)cc2)oc2ccc(O)c(CN3CCCC3)c12,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,1.5,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380123,CHEMBL5074531,CNC(=O)c1c(-c2ccc(O)cc2)oc2ccc(O)c(CN3CCC3)c12,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,0.7,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380124,CHEMBL5079408,CNC(=O)c1c(-c2ccc(O)cc2)oc2ccc(O)c(CN3CCC[C@@H](O)C3)c12,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,1.1,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380126,CHEMBL5079632,CNC(=O)c1c(-c2ccc(O)cc2)oc2ccc(O)c(CN3CCC4(COC4)C3)c12,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,2.9,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380127,CHEMBL5086050,CNC(=O)c1c(-c2ccc(O)cc2)oc2ccc(O)c(CN3CC4(CCO4)C3)c12,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,1.2,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380128,CHEMBL5092632,CNC(=O)c1c(-c2ccc(O)cc2)oc2ccc(O)c(CN3CC4(COC4)C3)c12,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,0.5,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380129,CHEMBL5074920,CNC(=O)c1c(-c2ccc(O)cc2)oc2ccc(O)c(CN3CCC4(CCO4)C3)c12,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,4.9,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380130,CHEMBL5090580,CNC(=O)c1c(-c2ccc(O)cc2)oc2ccc(O)c(CN3CC4(CCOC4)C3)c12,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,1.2,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380131,CHEMBL5086229,CNC(=O)c1c(-c2ccc(O)cc2)oc2ccc(O)c(CN3CCCC(F)(F)C3)c12,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,22.0,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380132,CHEMBL5083712,CNC(=O)c1c(-c2ccc(O)cc2)oc2ccc(O)c(CN3CCC(F)CC3)c12,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,6.9,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380133,CHEMBL5069500,CN(C)C(=O)c1c(-c2ccc(O)cc2)oc2ccc(O)c(CN3CCC4(COC4)C3)c12,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,18.0,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380134,CHEMBL5082225,O=C(c1c(-c2ccc(O)cc2)oc2ccc(O)c(CN3CCC4(COC4)C3)c12)N1CCC1,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,17.0,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380135,CHEMBL5091803,O=C(c1c(-c2ccc(O)cc2)oc2ccc(O)c(CN3CCC4(COC4)C3)c12)N1CC(F)C1,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,18.0,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380136,CHEMBL5080207,CC(=O)c1c(-c2ccc(O)cc2)oc2ccc(O)c(CN3CCC4(COC4)C3)c12,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,13.0,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380137,CHEMBL5074163,Oc1ccc(-c2cc3c(CN4CCC5(COC5)C4)c(O)ccc3o2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,3.6,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380138,CHEMBL5087069,CNC(=O)c1c(-c2ccccc2)oc2ccc(O)c(CN3CCC4(COC4)C3)c12,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,29.0,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380139,CHEMBL5084676,CNC(=O)c1c(-c2cccc(O)c2)oc2ccc(O)c(CN3CCC4(COC4)C3)c12,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,8.0,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380140,CHEMBL5069909,CNC(=O)c1c(-c2ccc(CO)cc2)oc2ccc(O)c(CN3CCC4(COC4)C3)c12,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,1.1,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380142,CHEMBL5090267,CNC(=O)c1c(-c2ccc3[nH]ccc3c2)oc2ccc(O)c(CN3CCC4(COC4)C3)c12,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,11.0,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380144,CHEMBL5069637,CNC(=O)c1c(-c2ccc(O)c(F)c2)oc2ccc(O)c(CN3CCC4(COC4)C3)c12,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,1.3,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380145,CHEMBL5084527,CNC(=O)c1c(-c2ccc(O)cc2F)oc2ccc(O)c(CN3CCC4(COC4)C3)c12,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,3.4,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380146,CHEMBL5086988,CNC(=O)c1c(-c2c(F)cc(O)cc2F)oc2ccc(O)c(CN3CCC4(COC4)C3)c12,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,0.9,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380147,CHEMBL5085116,CNC(=O)c1c(-c2ccc(O)c(C)c2)oc2ccc(O)c(CN3CCC4(COC4)C3)c12,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,6.7,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380148,CHEMBL5084912,CNC(=O)c1c(-c2ccc(O)cc2C)oc2ccc(O)c(CN3CCC4(COC4)C3)c12,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,3.4,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380149,CHEMBL5083270,O=C(c1c(-c2ccc(O)cc2)oc2ccc(O)c(CNCC3(O)CC3)c12)N1CCC1,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,2.4,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380150,CHEMBL5090255,O=C(c1c(-c2ccc(O)cc2)oc2ccc(O)c(CNCC3(O)CC3)c12)N1CC(F)C1,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,2.4,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380151,CHEMBL5084615,CNC(=O)c1c(-c2ccc(O)cn2)oc2ccc(O)c(CN3CCCC3)c12,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,0.9,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380152,CHEMBL5091583,O=C(c1c(-c2ccc(O)cn2)oc2ccc(O)c(CN3CCCCC3)c12)N1CCC1,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,3.1,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380153,CHEMBL5080645,O=C(c1c(-c2ccc(O)cn2)oc2ccc(O)c(CN3CCCC3)c12)N1CCC1,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,2.0,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380154,CHEMBL5080864,O=C(c1c(-c2ccc(O)cn2)oc2ccc(O)c(CN3CCCCC3)c12)N1CC(F)C1,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,4.0,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380155,CHEMBL5084231,CC(=O)c1c(-c2ccc(O)cn2)oc2ccc(O)c(CN3CCC4(COC4)C3)c12,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,3.0,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380156,CHEMBL5077530,CC(=O)c1c(-c2ccc(O)cn2)oc2ccc(O)c(CN3CCC3)c12,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,0.9,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380157,CHEMBL5080306,CC(=O)c1c(-c2ccc(O)cn2)oc2ccc(O)c(CN3CCCC3)c12,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,2.4,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24380158,CHEMBL5094563,CC(=O)c1c(-c2cc(C)c(O)cn2)oc2ccc(O)c(CN3CCC3)c12,smiles_found,CHEMBL612558,ADMET,CHEMBL5038063,CHEMBL5036355,2022,CL,=,1.8,mL.min-1.g-1,,,A,Intrinsic microsomal clearance in CDI mouse liver microsomes,intrinsic microsomal clearance in cdi mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24399764,CHEMBL5083414,NC(=O)[C@@H]1C[C@H](F)CN1Cc1ccc(OCc2cccc(F)c2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5043567,CHEMBL5042493,2022,CL,=,77.96,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver Microsome assessed as clearance at 1 uM measured after 60 min in presence of NADPH by LC-MS/MS analysis,metabolic stability in mouse liver microsome assessed as clearance at 1 um measured after 60 min in presence of nadph by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_unknown
24407738,CHEMBL5089326,O=C(c1ccco1)N1CCN([C@@H]2CC(=O)N(c3ccc(-c4ccc(F)cc4)cc3)C2)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL5045329,CHEMBL5042536,2022,CL,=,124.3,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes by LC/MS analysis,clearance in mouse liver microsomes by lc/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24416564,CHEMBL5078647,CCc1cc(O)c(F)cc1-c1cc(N[C@@H](C)CO)c2nc(N)ncc2c1,smiles_found,CHEMBL612558,ADMET,CHEMBL5047436,CHEMBL5046242,2022,CL,=,7.8,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes,clearance in mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24416565,CHEMBL5077126,CCc1cc(O)c(F)cc1-c1cc(NC2CCN(C)CC2)c2nc(N)ncc2c1,smiles_found,CHEMBL612558,ADMET,CHEMBL5047436,CHEMBL5046242,2022,CL,=,3.9,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes,clearance in mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24416566,CHEMBL5075556,CCc1cc(O)c(F)cc1-c1cc(N[C@@H](C)CO)c2nc(NCCCCCN(C)C)ncc2c1,smiles_found,CHEMBL612558,ADMET,CHEMBL5047436,CHEMBL5046242,2022,CL,=,4.4,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes,clearance in mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24423478,CHEMBL5073322,CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCc5ccc(/C=C/C(=O)NO)cc5)cc34)C21,smiles_found,CHEMBL612558,ADMET,CHEMBL5049461,CHEMBL5046291,2022,CL,=,173320.0,mL.min-1.g-1,Outside typical range,,A,Metabolic stability in ICR mouse liver microsome assessed as clearance,metabolic stability in icr mouse liver microsome assessed as clearance | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24459957,CHEMBL5073981,Cc1ccc2c(c1)Oc1cccc(Cl)c1C2NC(=O)c1ccc(C(F)(F)F)[nH]c1=O,smiles_found,CHEMBL612558,ADMET,CHEMBL5053351,CHEMBL5052845,2021,CL,=,17.4,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes at 1 uM incubated for 60 mins followed by NADPH generating system addition and measured by LC-MS/MS analysis,clearance in mouse liver microsomes at 1 um incubated for 60 mins followed by nadph generating system addition and measured by lc-ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24459960,CHEMBL5083958,O=C(NC1c2ccc(Cl)cc2Oc2cccc(Cl)c21)c1ccc(C(F)(F)F)[nH]c1=O,smiles_found,CHEMBL612558,ADMET,CHEMBL5053351,CHEMBL5052845,2021,CL,=,10.4,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes at 1 uM incubated for 60 mins followed by NADPH generating system addition and measured by LC-MS/MS analysis,clearance in mouse liver microsomes at 1 um incubated for 60 mins followed by nadph generating system addition and measured by lc-ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24459961,CHEMBL5094199,O=C(NC(c1ccccc1)c1ccc(CC(F)(F)F)cc1)c1ccc(C(F)(F)F)[nH]c1=O,smiles_found,CHEMBL612558,ADMET,CHEMBL5053351,CHEMBL5052845,2021,CL,=,18.6,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes at 1 uM incubated for 60 mins followed by NADPH generating system addition and measured by LC-MS/MS analysis,clearance in mouse liver microsomes at 1 um incubated for 60 mins followed by nadph generating system addition and measured by lc-ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24459962,CHEMBL5078738,O=C(NC(c1ccccc1)c1ccccc1)c1ccc(C(F)(F)F)[nH]c1=O,smiles_found,CHEMBL612558,ADMET,CHEMBL5053351,CHEMBL5052845,2021,CL,=,42.4,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes at 1 uM incubated for 60 mins followed by NADPH generating system addition and measured by LC-MS/MS analysis,clearance in mouse liver microsomes at 1 um incubated for 60 mins followed by nadph generating system addition and measured by lc-ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
24459963,CHEMBL5080989,O=C(NC(c1ccc(Cl)cc1)c1ccc(Cl)cc1)c1ccc(C(F)(F)F)[nH]c1=O,smiles_found,CHEMBL612558,ADMET,CHEMBL5053351,CHEMBL5052845,2021,CL,=,10.2,mL.min-1.g-1,,,A,Clearance in mouse liver microsomes at 1 uM incubated for 60 mins followed by NADPH generating system addition and measured by LC-MS/MS analysis,clearance in mouse liver microsomes at 1 um incubated for 60 mins followed by nadph generating system addition and measured by lc-ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_unknown
