,CXSMILES,HLM,Molecule Name,Set,hlm_value_unscaled,hlm_value_unscaled_log10_nan,hlm_value_unscaled_log10_epsilon,hlm_value_scaled,hlm_value_scaled_log10_nan,hlm_value_scaled_log10_epsilon,dataset,data_year
197,CNC(=O)C1(N2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3C)C3=CC(F)=CC=C3C2=O)CC1,15.0,ASAP-0011359,Train,15.0,1.1760912590556813,1.1760912590556813,15.42,1.1880843737149382,1.1880843737149382,openadmet_polaris,2025
198,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CN2C=CN=N2)C2=CC(F)=CC=C2C1=O,11.0,ASAP-0011358,Train,11.0,1.0413926851582251,1.0413926851582251,11.308,1.053385799817482,1.053385799817482,openadmet_polaris,2025
199,CCNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC(F)=CC=C2C1=O,65.0,ASAP-0011343,Train,65.0,1.8129133566428555,1.8129133566428555,66.82000000000001,1.8249064713021126,1.8249064713021126,openadmet_polaris,2025
200,CNCC1=CC(C2=CC3=C(N[C@H](C4=CC=C5CCNS(=O)(=O)C5=C4)C(C)C)N=CN=C3N2)=CO1 |&1:11|,46.0,ASAP-0011243,Train,46.0,1.662757831681574,1.662757831681574,47.288000000000004,1.674750946340831,1.674750946340831,openadmet_polaris,2025
201,CC(C)[C@H](NC1=NC=NC2=C1C(C(=O)NC1CC1)=CN2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,5.0,ASAP-0011247,Train,5.0,0.6989700043360189,0.6989700043360189,5.140000000000001,0.7109631189952758,0.7109631189952758,openadmet_polaris,2025
202,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CS(C)(=O)=O)C2=CC(F)=CC=C2C1=O,21.0,ASAP-0011414,Train,21.0,1.3222192947339193,1.3222192947339193,21.588,1.3342124093931762,1.3342124093931762,openadmet_polaris,2025
203,CC1CCC2(CC1)CCN(C(=O)CC1=CN=CC3=CC=CC=C13)C2,346.0,ASAP-0011408,Train,346.0,2.5390760987927767,2.5390760987927767,355.688,2.5510692134520334,2.5510692134520334,openadmet_polaris,2025
204,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC(=O)NC1CCC1)C(=O)C1=CC=C(Cl)C=C12,780.0,ASAP-0011185,Train,780.0,2.8920946026904804,2.8920946026904804,801.84,2.9040877173497375,2.9040877173497375,openadmet_polaris,2025
205,CNCC1=CC(C2=CC3=C(N[C@H](C4=CC=C5CCCS(=O)(=O)C5=C4)C(C)C)N=CN=C3N2)=CO1 |o1:11|,133.0,ASAP-0011176,Train,133.0,2.123851640967086,2.123851640967086,136.724,2.135844755626343,2.135844755626343,openadmet_polaris,2025
206,CNC(=O)C1=CNC2=NC=NC(N[C@H](C3=CC=C4CCCS(=O)(=O)C4=C3)C(C)C)=C12 |o1:13|,108.0,ASAP-0011156,Train,108.0,2.03342375548695,2.03342375548695,111.024,2.0454168701462065,2.0454168701462065,openadmet_polaris,2025
207,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,935.0,ASAP-0011144,Train,935.0,2.9708116108725178,2.9708116108725178,961.1800000000001,2.982804725531775,2.982804725531775,openadmet_polaris,2025
208,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,516.0,ASAP-0011147,Train,516.0,2.7126497016272113,2.7126497016272113,530.448,2.7246428162864684,2.7246428162864684,openadmet_polaris,2025
209,CNC(=O)C1=CNC2=NC=NC(N[C@H](C3=CC=C4CCCS(=O)(=O)C4=C3)C(C)C)=C12 |o1:13|,258.0,ASAP-0011153,Train,258.0,2.41161970596323,2.41161970596323,265.224,2.423612820622487,2.423612820622487,openadmet_polaris,2025
210,CNC(=O)CN1C=C(C2=CC3=C(N[C@H](C4=CC=C5CCCS(=O)(=O)C5=C4)C(C)C)N=CN=C3N2)C=N1 |o1:13|,92.0,ASAP-0011171,Train,92.0,1.9637878273455553,1.9637878273455553,94.57600000000001,1.9757809420048122,1.9757809420048122,openadmet_polaris,2025
211,CC(C)(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=N1 |o1:4|,27.0,ASAP-0011159,Train,27.0,1.4313637641589874,1.4313637641589874,27.756,1.4433568788182443,1.4433568788182443,openadmet_polaris,2025
212,CC(C)[C@H](NC1=NC=NC2=C1C(C(=O)NC1CC1)=CN2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,409.0,ASAP-0011207,Train,409.0,2.611723308007342,2.611723308007342,420.452,2.6237164226665985,2.6237164226665985,openadmet_polaris,2025
213,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCC(=O)NC2=N1 |o1:3|,51.0,ASAP-0011180,Train,51.0,1.7075701760979363,1.7075701760979363,52.428000000000004,1.7195632907571934,1.7195632907571934,openadmet_polaris,2025
214,CNC(=O)CN1C=C(C2=CC3=C(N[C@H](C4=CC=C5CCCS(=O)(=O)C5=C4)C(C)C)N=CN=C3N2)C=N1 |o1:13|,237.0,ASAP-0011184,Train,237.0,2.374748346010104,2.374748346010104,243.636,2.3867414606693607,2.3867414606693607,openadmet_polaris,2025
215,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(C)N=C1)N2)C1=CC=C2CCNS(=O)(=O)C2=C1 |&1:3|,120.0,ASAP-0011192,Train,120.0,2.0791812460476247,2.0791812460476247,123.36,2.091174360706882,2.091174360706882,openadmet_polaris,2025
216,CC(C)[C@H](NC1=NC=NC2=C1C=C(C(=O)N[C@@H]1CCN(C)C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,3.0,ASAP-0011196,Train,3.0,0.47712125471966244,0.47712125471966244,3.084,0.4891143693789194,0.4891143693789194,openadmet_polaris,2025
217,CC(C)[C@H](NC1=NC=NC2=C1C=C(C(=O)N[C@@H]1CCN(C)C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,20.0,ASAP-0011198,Train,20.0,1.3010299956639813,1.3010299956639813,20.560000000000002,1.3130231103232382,1.3130231103232382,openadmet_polaris,2025
218,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CC=C3N=NN(C)C3=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |&1:3|,752.0,ASAP-0011201,Train,752.0,2.876217840591642,2.876217840591642,773.056,2.888210955250899,2.888210955250899,openadmet_polaris,2025
219,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN3C=NC=C3C=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |&1:3|,210.0,ASAP-0011215,Train,210.0,2.322219294733919,2.322219294733919,215.88,2.334212409393176,2.334212409393176,openadmet_polaris,2025
220,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCC(=O)NC2=N1 |o1:3|,137.0,ASAP-0011177,Train,137.0,2.1367205671564067,2.1367205671564067,140.836,2.148713681815664,2.148713681815664,openadmet_polaris,2025
221,CC(C)(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=N1 |o1:4|,42.0,ASAP-0011162,Train,42.0,1.6232492903979006,1.6232492903979006,43.176,1.6352424050571575,1.6352424050571575,openadmet_polaris,2025
222,CN1N=CC(C2=CC3=C(N[C@H](C4=CC=C5OCCOC5=N4)C(C)(C)C)N=CN=C3N2)=C1C#N |o1:10|,283.0,ASAP-0011221,Train,283.0,2.45178643552429,2.45178643552429,290.92400000000004,2.4637795501835473,2.4637795501835473,openadmet_polaris,2025
223,CNCC1=CC(C2=CC3=C(N[C@H](C4=CC=C5CCCS(=O)(=O)C5=C4)C(C)C)N=CN=C3N2)=CO1 |o1:11|,67.0,ASAP-0011169,Train,67.0,1.8260748027008264,1.8260748027008264,68.876,1.8380679173600833,1.8380679173600833,openadmet_polaris,2025
224,CNC(=O)C1=CC2=C(N[C@H](C3=CC=C4OCC(=O)NC4=C3)C(C)C)N=CN=C2N1 |o1:9|,175.0,ASAP-0011219,Train,175.0,2.2430380486862944,2.2430380486862944,179.9,2.2550311633455515,2.2550311633455515,openadmet_polaris,2025
225,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC(=O)NCC1(F)CC1)C(=O)C1=CC=C(F)C=C12,122.0,ASAP-0011125,Train,122.0,2.0863598306747484,2.0863598306747484,125.416,2.098352945334005,2.098352945334005,openadmet_polaris,2025
226,CCNC(=O)C1=CC2=C(N[C@H](C3=CC=C4CCNS(=O)(=O)C4=C3)C(C)C)N=CN=C2N1 |&1:10|,85.0,ASAP-0011076,Train,85.0,1.9294189257142926,1.9294189257142926,87.38,1.9414120403735495,1.9414120403735495,openadmet_polaris,2025
227,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC(=O)NCC1CC1)C(=O)C1=CC=C(F)C=C12,293.0,ASAP-0011059,Train,293.0,2.4668676203541096,2.4668676203541096,301.204,2.4788607350133662,2.4788607350133662,openadmet_polaris,2025
228,CCNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC(Cl)=CC=C2C1=O,80.0,ASAP-0011052,Train,80.0,1.9030899869919435,1.9030899869919435,82.24000000000001,1.9150831016512007,1.9150831016512007,openadmet_polaris,2025
229,CC(C)[C@@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCCOC2=C1,47.0,ASAP-0011033,Train,47.0,1.6720978579357175,1.6720978579357175,48.316,1.6840909725949744,1.6840909725949744,openadmet_polaris,2025
230,CN1C(=O)C2=CC=C(Cl)C=C2[C@]12CCCN(C1=CN=CC3=CC=CC=C13)C2=O |&1:11|,16.0,ASAP-0011036,Train,16.0,1.2041199826559248,1.2041199826559248,16.448,1.2161130973151817,1.2161130973151817,openadmet_polaris,2025
231,CC1=CC=CC=C1OCC(=O)NC1=CN=CC(C2=CN=C3NC=CC3=C2)=C1,113.0,ASAP-0010877,Train,113.0,2.0530784434834195,2.0530784434834195,116.164,2.0650715581426766,2.0650715581426766,openadmet_polaris,2025
232,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCCOC2=C1,706.0,ASAP-0010980,Train,706.0,2.8488047010518036,2.8488047010518036,725.768,2.8607978157110607,2.8607978157110607,openadmet_polaris,2025
233,CC(C)[C@H](NC1=NC=NC(N)=C1Cl)C1=CC=C2CCCS(=O)(=O)C2=C1 |&1:3|,79.0,ASAP-0010739,Train,79.0,1.8976270912904414,1.8976270912904414,81.212,1.9096202059496983,1.9096202059496983,openadmet_polaris,2025
234,CN[C@H](C)CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(Cl)=CC=C2C1=O |&1:7|,14.0,ASAP-0010740,Train,14.0,1.146128035678238,1.146128035678238,14.392,1.1581211503374949,1.1581211503374949,openadmet_polaris,2025
235,COC1=CC=C([C@H](NC(=O)C2=C3C=CNC3=NC=N2)C(C)C2=NN=NN2)C=C1 |&1:6|,2.0,ASAP-0010744,Train,2.0,0.3010299956639812,0.3010299956639812,2.056,0.31302311032323815,0.31302311032323815,openadmet_polaris,2025
236,CNCC1=CC(C2=CC3=C(N[C@H](C4=CC=C5CCCS(=O)(=O)C5=C4)C(C)C)N=CN=C3N2)=CO1 |&1:11|,57.0,ASAP-0010745,Train,57.0,1.7558748556724915,1.7558748556724915,58.596000000000004,1.7678679703317484,1.7678679703317484,openadmet_polaris,2025
237,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCCOC2=N1 |o1:3|,17.0,ASAP-0010715,Train,17.0,1.2304489213782739,1.2304489213782739,17.476,1.2424420360375308,1.2424420360375308,openadmet_polaris,2025
238,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCCOC2=N1 |o1:3|,369.0,ASAP-0010716,Train,369.0,2.56702636615906,2.56702636615906,379.332,2.5790194808183173,2.5790194808183173,openadmet_polaris,2025
239,CNC(=O)CN1C=C(C2=CC3=C(N[C@H](C4=CC=C5CCCS(=O)(=O)C5=C4)C(C)C)N=CN=C3N2)C=N1 |&1:13|,94.0,ASAP-0010723,Train,94.0,1.9731278535996986,1.9731278535996986,96.632,1.9851209682589557,1.9851209682589557,openadmet_polaris,2025
240,CO[C@@H](C)CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(Cl)=CC=C2C1=O |o1:7|,114.0,ASAP-0010712,Train,114.0,2.0569048513364727,2.0569048513364727,117.19200000000001,2.0688979659957294,2.0688979659957294,openadmet_polaris,2025
241,CCNC(=O)C1=CC2=C(N[C@H](C3=CC=C4CCCS(=O)(=O)C4=C3)C(C)C)N=CN=C2N1 |&1:10|,108.0,ASAP-0008711,Train,108.0,2.03342375548695,2.03342375548695,111.024,2.0454168701462065,2.0454168701462065,openadmet_polaris,2025
242,CNC(=O)C1=CC2=C(N[C@H](C3=CC=C4CCCS(=O)(=O)C4=C3)C(C)C)N=CN=C2N1 |&1:9|,77.0,ASAP-0008685,Train,77.0,1.8864907251724818,1.8864907251724818,79.156,1.8984838398317387,1.8984838398317387,openadmet_polaris,2025
243,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |&1:3|,116.0,ASAP-0008679,Train,116.0,2.0644579892269186,2.0644579892269186,119.248,2.0764511038861753,2.0764511038861753,openadmet_polaris,2025
244,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(C)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |&1:3|,141.0,ASAP-0008678,Train,141.0,2.1492191126553797,2.1492191126553797,144.948,2.161212227314637,2.161212227314637,openadmet_polaris,2025
245,CC(C)[C@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,21.0,ASAP-0008676,Train,21.0,1.3222192947339193,1.3222192947339193,21.588,1.3342124093931762,1.3342124093931762,openadmet_polaris,2025
246,CC(C)[C@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,57.0,ASAP-0008674,Train,57.0,1.7558748556724915,1.7558748556724915,58.596000000000004,1.7678679703317484,1.7678679703317484,openadmet_polaris,2025
247,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(=O)N(C)C)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |&1:3|,106.0,ASAP-0008668,Train,106.0,2.0253058652647704,2.0253058652647704,108.968,2.037298979924027,2.037298979924027,openadmet_polaris,2025
248,CNC(=O)C1=CNC2=NC=NC(N[C@H](C3=CC=C4CCCS(=O)(=O)C4=C3)C(C)C)=C12 |&1:13|,131.0,ASAP-0008641,Train,131.0,2.1172712956557644,2.1172712956557644,134.668,2.129264410315021,2.129264410315021,openadmet_polaris,2025
249,CNC(=O)C1=CNC2=NC=NC(N[C@H](C3=CC=C4OCC(=O)NC4=C3)C(C)C)=C12 |&1:13|,86.0,ASAP-0008637,Train,86.0,1.9344984512435677,1.9344984512435677,88.408,1.9464915659028246,1.9464915659028246,openadmet_polaris,2025
250,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |&1:3|,490.0,ASAP-0008651,Train,490.0,2.690196080028514,2.690196080028514,503.72,2.7021891946877705,2.7021891946877705,openadmet_polaris,2025
251,COCCNC(=O)C1=CNC2=NC=NC(N[C@H](C3=CC=C4CCCS(=O)(=O)C4=C3)C(C)C)=C12 |&1:16|,540.0,ASAP-0008650,Train,540.0,2.7323937598229686,2.7323937598229686,555.12,2.7443868744822253,2.7443868744822253,openadmet_polaris,2025
252,CC(C)(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=N1 |&1:4|,36.0,ASAP-0008648,Train,36.0,1.5563025007672873,1.5563025007672873,37.008,1.5682956154265442,1.5682956154265442,openadmet_polaris,2025
253,CC(C)[C@H](NC1=NC=NC2=C1C(C(=O)NC1CC1)=CN2)C1=CC=C2CCCS(=O)(=O)C2=C1 |&1:3|,29.0,ASAP-0008647,Train,29.0,1.462397997898956,1.462397997898956,29.812,1.474391112558213,1.474391112558213,openadmet_polaris,2025
254,CN1N=CC(C2=CC3=C(N[C@H](C4=CC=C5OCCOC5=N4)C(C)(C)C)N=CN=C3N2)=C1C#N |&1:10|,81.0,ASAP-0008645,Train,81.0,1.9084850188786497,1.9084850188786497,83.268,1.9204781335379066,1.9204781335379066,openadmet_polaris,2025
255,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCC(=O)NC2=N1 |&1:3|,70.0,ASAP-0008644,Train,70.0,1.845098040014257,1.845098040014257,71.96000000000001,1.8570911546735138,1.8570911546735138,openadmet_polaris,2025
256,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=N1 |&1:3|,14.0,ASAP-0008646,Train,14.0,1.146128035678238,1.146128035678238,14.392,1.1581211503374949,1.1581211503374949,openadmet_polaris,2025
257,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCC(=O)NC2=C1 |&1:3|,17.0,ASAP-0008621,Train,17.0,1.2304489213782739,1.2304489213782739,17.476,1.2424420360375308,1.2424420360375308,openadmet_polaris,2025
258,CNC(=O)CN1C=C(C2=CC3=C(N[C@H](C4=CC=C5OCCOC5=C4)C(C)C)N=CN=C3N2)C=N1 |&1:13|,119.0,ASAP-0008565,Train,119.0,2.0755469613925306,2.0755469613925306,122.33200000000001,2.0875400760517877,2.0875400760517877,openadmet_polaris,2025
259,CNC(=O)C1=CC2=C(N[C@H](C3=CC=C4OCC(=O)NC4=C3)C(C)C)N=CN=C2N1 |&1:9|,52.0,ASAP-0008571,Train,52.0,1.7160033436347992,1.7160033436347992,53.456,1.7279964582940561,1.7279964582940561,openadmet_polaris,2025
260,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCC(=O)NC2=C1 |&1:3|,100.0,ASAP-0008576,Train,100.0,2.0,2.0,102.8,2.011993114659257,2.011993114659257,openadmet_polaris,2025
261,CC(C)(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=C1 |&1:4|,133.0,ASAP-0008581,Train,133.0,2.123851640967086,2.123851640967086,136.724,2.135844755626343,2.135844755626343,openadmet_polaris,2025
262,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CCC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=C1 |&1:3|,99.0,ASAP-0008482,Train,99.0,1.99563519459755,1.99563519459755,101.772,2.007628309256807,2.007628309256807,openadmet_polaris,2025
263,CN1N=CC(C2=CC3=C(N[C@H](C4=CC=C5OCCOC5=C4)C(C)(C)C)N=CN=C3N2)=C1C#N |&1:10|,85.0,ASAP-0008484,Train,85.0,1.9294189257142926,1.9294189257142926,87.38,1.9414120403735495,1.9414120403735495,openadmet_polaris,2025
264,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(=O)N(C)C)N=C1)N2)C1=CC=C2OCCOC2=C1 |&1:3|,142.0,ASAP-0008485,Train,142.0,2.1522883443830563,2.1522883443830563,145.976,2.1642814590423134,2.1642814590423134,openadmet_polaris,2025
265,CC(C)[C@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2OCC(=O)NC2=C1 |o1:3|,31.0,ASAP-0008431,Train,31.0,1.4913616938342726,1.4913616938342726,31.868000000000002,1.5033548084935295,1.5033548084935295,openadmet_polaris,2025
266,"C[C@H](C(=O)O)[C@H](NC(=O)C1=NC=NC2=C1C=CN2)C1=CC=C(Br)C=C1 |&1:1,&2:5|",5.0,ASAP-0008445,Train,5.0,0.6989700043360189,0.6989700043360189,5.140000000000001,0.7109631189952758,0.7109631189952758,openadmet_polaris,2025
267,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=C1 |o1:3|,238.0,ASAP-0008450,Train,238.0,2.376576957056512,2.376576957056512,244.66400000000002,2.388570071715769,2.388570071715769,openadmet_polaris,2025
268,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=C1 |o1:3|,47.0,ASAP-0008449,Train,47.0,1.6720978579357175,1.6720978579357175,48.316,1.6840909725949744,1.6840909725949744,openadmet_polaris,2025
269,CC(C)[C@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2OCC(=O)NC2=C1 |o1:3|,10.0,ASAP-0008430,Train,10.0,1.0,1.0,10.280000000000001,1.011993114659257,1.011993114659257,openadmet_polaris,2025
270,CCNC(=O)C1=CC2=C(N[C@H](C3=CC=C4OCCOC4=C3)C(C)C)N=CN=C2N1 |&1:10|,85.0,ASAP-0008444,Train,85.0,1.9294189257142926,1.9294189257142926,87.38,1.9414120403735495,1.9414120403735495,openadmet_polaris,2025
271,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCCOC2=N1 |&1:3|,56.0,ASAP-0008418,Train,56.0,1.7481880270062005,1.7481880270062005,57.568,1.7601811416654574,1.7601811416654574,openadmet_polaris,2025
272,CC(C)[C@H](NC1=NC=NC2=C1C(C(N)=O)=CN2)C1=CC=C2OCCOC2=C1 |&1:3|,143.0,ASAP-0008399,Train,143.0,2.155336037465062,2.155336037465062,147.004,2.1673291521243185,2.1673291521243185,openadmet_polaris,2025
273,CNC(=O)C1=CNC2=NC=NC(N[C@H](C3=CC=C4OCCOC4=C3)C(C)C)=C12 |&1:13|,79.0,ASAP-0008406,Train,79.0,1.8976270912904414,1.8976270912904414,81.212,1.9096202059496983,1.9096202059496983,openadmet_polaris,2025
274,COC1=CC=C([C@H](CC2=NN=NN2)NC(=O)C2=NC=NC3=C2C=CN3)C=C1 |&1:6|,5.0,ASAP-0008340,Train,5.0,0.6989700043360189,0.6989700043360189,5.140000000000001,0.7109631189952758,0.7109631189952758,openadmet_polaris,2025
275,CNC(=O)C1=CC2=C(N[C@H](C3=CC=C4OCCOC4=C3)C(C)C)N=CN=C2N1 |&1:9|,79.0,ASAP-0008348,Train,79.0,1.8976270912904414,1.8976270912904414,81.212,1.9096202059496983,1.9096202059496983,openadmet_polaris,2025
276,CC(C)[C@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2CCCS(=O)(=O)C2=C1 |&1:3|,37.0,ASAP-0008327,Train,37.0,1.568201724066995,1.568201724066995,38.036,1.5801948387262519,1.5801948387262519,openadmet_polaris,2025
277,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=C1 |&1:3|,99.0,ASAP-0008288,Train,99.0,1.99563519459755,1.99563519459755,101.772,2.007628309256807,2.007628309256807,openadmet_polaris,2025
278,CC(C)[C@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2OCCOC2=C1 |o1:3|,64.0,ASAP-0008279,Train,64.0,1.806179973983887,1.806179973983887,65.792,1.8181730886431442,1.8181730886431442,openadmet_polaris,2025
279,CC(C)[C@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2OCCOC2=N1 |&1:3|,31.0,ASAP-0008270,Train,31.0,1.4913616938342726,1.4913616938342726,31.868000000000002,1.5033548084935295,1.5033548084935295,openadmet_polaris,2025
280,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCCOC2=C1 |&1:3|,74.0,ASAP-0008275,Train,74.0,1.8692317197309762,1.8692317197309762,76.072,1.8812248343902331,1.8812248343902331,openadmet_polaris,2025
281,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC(=O)NCC1=NN(C)C=C1)C(=O)C1=CC=C(Cl)C=C12,519.0,ASAP-0000775,Train,519.0,2.7151673578484576,2.7151673578484576,533.532,2.7271604725077148,2.7271604725077148,openadmet_polaris,2025
282,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC(=O)NCC1=CC=NN1C)C(=O)C1=CC=C(Cl)C=C12,364.0,ASAP-0000774,Train,364.0,2.561101383649056,2.561101383649056,374.192,2.573094498308313,2.573094498308313,openadmet_polaris,2025
283,"CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@H]2CC2CC2)C2=CC(Cl)=CC=C2C1=O |o1:7,22|",83.0,ASAP-0000738,Train,83.0,1.919078092376074,1.919078092376074,85.324,1.9310712070353309,1.9310712070353309,openadmet_polaris,2025
284,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC(Cl)=CC=C2C1=O,23.0,ASAP-0000733,Train,23.0,1.3617278360175928,1.3617278360175928,23.644000000000002,1.3737209506768497,1.3737209506768497,openadmet_polaris,2025
285,"O=C(NC1=C2NC=C(C(=O)N[C@H]3C4=CC=CC=C4C[C@H]3C(=O)O)C2=CC=C1)NC1CC1 |&1:11,19|",6.0,ASAP-0000627,Train,6.0,0.7781512503836436,0.7781512503836436,6.168,0.7901443650429005,0.7901443650429005,openadmet_polaris,2025
286,COC1=CC=C([C@H](CC(=O)O)NC(=O)C2=NC=NC3=C2C=CN3)C=C1 |&1:6|,7.0,ASAP-0000591,Train,7.0,0.8450980400142568,0.8450980400142568,7.196,0.8570911546735137,0.8570911546735137,openadmet_polaris,2025
287,"CNC(=O)CN1C[C@]2(CCN(C3=CN=CC4=CC=C(OC[C@H](O)CN(C)C)C=C34)C2=O)C2=CC(Cl)=CC=C2C1=O |&1:7,&2:21|",8.0,ASAP-0000528,Train,8.0,0.9030899869919435,0.9030899869919435,8.224,0.9150831016512005,0.9150831016512005,openadmet_polaris,2025
288,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC=CC=C2C1=O,3.0,ASAP-0000541,Train,3.0,0.47712125471966244,0.47712125471966244,3.084,0.4891143693789194,0.4891143693789194,openadmet_polaris,2025
289,COC1=CC=C2C(=C1)CCN(C1=NC=NC3=C1C=CN3)[C@H]2C(C)C |&1:20|,60.0,ASAP-0000502,Train,60.0,1.7781512503836436,1.7781512503836436,61.68,1.7901443650429005,1.7901443650429005,openadmet_polaris,2025
290,CC(C)[C@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2OCCOC2=C1 |&1:3|,50.0,ASAP-0000450,Train,50.0,1.6989700043360187,1.6989700043360187,51.4,1.7109631189952756,1.7109631189952756,openadmet_polaris,2025
291,CC(C)[C@H](CO)NC1=NC=NC2=C1C=CN2,6.0,ASAP-0000453,Train,6.0,0.7781512503836436,0.7781512503836436,6.168,0.7901443650429005,0.7901443650429005,openadmet_polaris,2025
