,CXSMILES,HLM,Molecule Name,Set,hlm_value_unscaled,hlm_value_unscaled_log10,hlm_value_scaled_high,hlm_value_scaled_low,hlm_value_scaled_log10_high,hlm_value_scaled_log10_low,dataset,data_year
201,CC(C)[C@H](NC1=NC=NC2=C1C(C(=O)NC1CC1)=CN2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,5.0,ASAP-0011247,Train,5.0,0.7781512503836436,5.140000000000001,4.2,0.7881683711411677,0.7160033436347992,openadmet_polaris,2025
202,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CS(C)(=O)=O)C2=CC(F)=CC=C2C1=O,21.0,ASAP-0011414,Train,21.0,1.3424226808222062,21.588,17.64,1.3538777790648415,1.2704459080179626,openadmet_polaris,2025
203,CC1CCC2(CC1)CCN(C(=O)CC1=CN=CC3=CC=CC=C13)C2,346.0,ASAP-0011408,Train,346.0,2.5403294747908736,355.688,290.64,2.5522884986810865,2.464847089563307,openadmet_polaris,2025
204,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC(=O)NC1CCC1)C(=O)C1=CC=C(Cl)C=C12,780.0,ASAP-0011185,Train,780.0,2.8926510338773004,801.84,655.1999999999999,2.9046290022640164,2.817036226050029,openadmet_polaris,2025
205,CNCC1=CC(C2=CC3=C(N[C@H](C4=CC=C5CCCS(=O)(=O)C5=C4)C(C)C)N=CN=C3N2)=CO1 |o1:11|,133.0,ASAP-0011176,Train,133.0,2.1271047983648077,136.724,111.72,2.1390096276886075,2.0520009801013,openadmet_polaris,2025
206,CNC(=O)C1=CNC2=NC=NC(N[C@H](C3=CC=C4CCCS(=O)(=O)C4=C3)C(C)C)=C12 |o1:13|,108.0,ASAP-0011156,Train,108.0,2.037426497940624,111.024,90.72,2.049311075803824,1.9624640460579013,openadmet_polaris,2025
207,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,935.0,ASAP-0011144,Train,935.0,2.971275848738105,961.1800000000001,785.4,2.9832563253581577,2.895643504824079,openadmet_polaris,2025
208,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,516.0,ASAP-0011147,Train,516.0,2.7134905430939424,530.448,433.44,2.725460777010087,2.637929805023515,openadmet_polaris,2025
209,CNC(=O)C1=CNC2=NC=NC(N[C@H](C3=CC=C4CCCS(=O)(=O)C4=C3)C(C)C)=C12 |o1:13|,258.0,ASAP-0011153,Train,258.0,2.413299764081252,265.224,216.72,2.425247204398362,2.3378983256450363,openadmet_polaris,2025
210,CNC(=O)CN1C=C(C2=CC3=C(N[C@H](C4=CC=C5CCCS(=O)(=O)C5=C4)C(C)C)N=CN=C3N2)C=N1 |o1:13|,92.0,ASAP-0011171,Train,92.0,1.968482948553935,94.57600000000001,77.28,1.9803488506848916,1.8936508169859636,openadmet_polaris,2025
211,CC(C)(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=N1 |o1:4|,27.0,ASAP-0011159,Train,27.0,1.4471580313422192,27.756,22.68,1.4587284749394975,1.374381698050882,openadmet_polaris,2025
212,CC(C)[C@H](NC1=NC=NC2=C1C(C(=O)NC1CC1)=CN2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,409.0,ASAP-0011207,Train,409.0,2.6127838567197355,420.452,343.56,2.624748119121639,2.537264858754544,openadmet_polaris,2025
213,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCC(=O)NC2=N1 |o1:3|,51.0,ASAP-0011180,Train,51.0,1.7160033436347992,52.428000000000004,42.839999999999996,1.7277689173006154,1.6418705454763127,openadmet_polaris,2025
214,CNC(=O)CN1C=C(C2=CC3=C(N[C@H](C4=CC=C5CCCS(=O)(=O)C5=C4)C(C)C)N=CN=C3N2)C=N1 |o1:13|,237.0,ASAP-0011184,Train,237.0,2.376576957056512,243.636,199.07999999999998,2.3885203670539803,2.301203678722446,openadmet_polaris,2025
215,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(C)N=C1)N2)C1=CC=C2CCNS(=O)(=O)C2=C1 |&1:3|,120.0,ASAP-0011192,Train,120.0,2.0827853703164503,123.36,100.8,2.094680713371154,2.00774777800074,openadmet_polaris,2025
216,CC(C)[C@H](NC1=NC=NC2=C1C=C(C(=O)N[C@@H]1CCN(C)C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,3.0,ASAP-0011196,Train,3.0,0.6020599913279624,3.084,2.52,0.6110857334148726,0.5465426634781311,openadmet_polaris,2025
217,CC(C)[C@H](NC1=NC=NC2=C1C=C(C(=O)N[C@@H]1CCN(C)C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,20.0,ASAP-0011198,Train,20.0,1.3222192947339193,20.560000000000002,16.8,1.333648756514701,1.250420002308894,openadmet_polaris,2025
218,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CC=C3N=NN(C)C3=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |&1:3|,752.0,ASAP-0011201,Train,752.0,2.8767949762007006,773.056,631.68,2.8887723813692205,2.8011841059512874,openadmet_polaris,2025
219,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN3C=NC=C3C=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |&1:3|,210.0,ASAP-0011215,Train,210.0,2.3242824552976926,215.88,176.4,2.336219504572429,2.2489536154957075,openadmet_polaris,2025
220,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCC(=O)NC2=N1 |o1:3|,137.0,ASAP-0011177,Train,137.0,2.1398790864012365,140.836,115.08,2.151786474972846,2.0647573994296793,openadmet_polaris,2025
221,CC(C)(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=N1 |o1:4|,42.0,ASAP-0011162,Train,42.0,1.6334684555795864,43.176,35.28,1.645186389295188,1.5596672783880576,openadmet_polaris,2025
222,CN1N=CC(C2=CC3=C(N[C@H](C4=CC=C5OCCOC5=N4)C(C)(C)C)N=CN=C3N2)=C1C#N |o1:10|,283.0,ASAP-0011221,Train,283.0,2.4533183400470375,290.92400000000004,237.72,2.4652698011856753,2.377888805792575,openadmet_polaris,2025
223,CNCC1=CC(C2=CC3=C(N[C@H](C4=CC=C5CCCS(=O)(=O)C5=C4)C(C)C)N=CN=C3N2)=CO1 |o1:11|,67.0,ASAP-0011169,Train,67.0,1.8325089127062364,68.876,56.28,1.8443280361556502,1.7580030092997991,openadmet_polaris,2025
224,CNC(=O)C1=CC2=C(N[C@H](C3=CC=C4OCC(=O)NC4=C3)C(C)C)N=CN=C2N1 |o1:9|,175.0,ASAP-0011219,Train,175.0,2.24551266781415,179.9,147.0,2.257438566859814,2.1702617153949575,openadmet_polaris,2025
225,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC(=O)NCC1(F)CC1)C(=O)C1=CC=C(F)C=C12,122.0,ASAP-0011125,Train,122.0,2.089905111439398,125.416,102.47999999999999,2.1018020444523446,2.014856420044506,openadmet_polaris,2025
226,CCNC(=O)C1=CC2=C(N[C@H](C3=CC=C4CCNS(=O)(=O)C4=C3)C(C)C)N=CN=C2N1 |&1:10|,85.0,ASAP-0011076,Train,85.0,1.9344984512435677,87.38,71.39999999999999,1.9463539972262744,1.8597385661971468,openadmet_polaris,2025
227,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC(=O)NCC1CC1)C(=O)C1=CC=C(F)C=C12,293.0,ASAP-0011059,Train,293.0,2.4683473304121573,301.204,246.12,2.480300208402844,2.392907895293394,openadmet_polaris,2025
228,CCNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC(Cl)=CC=C2C1=O,80.0,ASAP-0011052,Train,80.0,1.9084850188786497,82.24000000000001,67.2,1.9203320715395893,1.833784374656479,openadmet_polaris,2025
229,CC(C)[C@@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCCOC2=C1,47.0,ASAP-0011033,Train,47.0,1.6812412373755872,48.316,39.48,1.69298784390957,1.6072405038317428,openadmet_polaris,2025
230,CN1C(=O)C2=CC=C(Cl)C=C2[C@]12CCCN(C1=CN=CC3=CC=CC=C13)C2=O |&1:11|,16.0,ASAP-0011036,Train,16.0,1.2304489213782739,16.448,13.44,1.2417456525706438,1.1595671932336202,openadmet_polaris,2025
231,CC1=CC=CC=C1OCC(=O)NC1=CN=CC(C2=CN=C3NC=CC3=C2)=C1,113.0,ASAP-0010877,Train,113.0,2.0569048513364727,116.164,94.92,2.068794190154265,1.9819091700907923,openadmet_polaris,2025
232,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCCOC2=C1,706.0,ASAP-0010980,Train,706.0,2.8494194137968996,725.768,593.04,2.8613957968289356,2.7738156894162,openadmet_polaris,2025
233,CC(C)[C@H](NC1=NC=NC(N)=C1Cl)C1=CC=C2CCCS(=O)(=O)C2=C1 |&1:3|,79.0,ASAP-0010739,Train,79.0,1.9030899869919435,81.212,66.36,1.9149352135670081,1.828402078491593,openadmet_polaris,2025
234,CN[C@H](C)CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(Cl)=CC=C2C1=O |&1:7|,14.0,ASAP-0010740,Train,14.0,1.1760912590556813,14.392,11.76,1.1872950546937378,1.1058506743851435,openadmet_polaris,2025
235,COC1=CC=C([C@H](NC(=O)C2=C3C=CNC3=NC=N2)C(C)C2=NN=NN2)C=C1 |&1:6|,2.0,ASAP-0010744,Train,2.0,0.47712125471966244,2.056,1.68,0.48515334990365233,0.4281347940287888,openadmet_polaris,2025
236,CNCC1=CC(C2=CC3=C(N[C@H](C4=CC=C5CCCS(=O)(=O)C5=C4)C(C)C)N=CN=C3N2)=CO1 |&1:11|,57.0,ASAP-0010745,Train,57.0,1.7634279935629373,58.596000000000004,47.879999999999995,1.7752171114814315,1.6891311972344978,openadmet_polaris,2025
237,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCCOC2=N1 |o1:3|,17.0,ASAP-0010715,Train,17.0,1.255272505103306,17.476,14.28,1.2666079535745092,1.1841233542396712,openadmet_polaris,2025
238,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCCOC2=N1 |o1:3|,369.0,ASAP-0010716,Train,369.0,2.568201724066995,379.332,309.96,2.5801628671911265,2.49270452762321,openadmet_polaris,2025
239,CNC(=O)CN1C=C(C2=CC3=C(N[C@H](C4=CC=C5CCCS(=O)(=O)C5=C4)C(C)C)N=CN=C3N2)C=N1 |&1:13|,94.0,ASAP-0010723,Train,94.0,1.9777236052888478,96.632,78.96,1.9895921859623131,1.9028727854460794,openadmet_polaris,2025
240,CO[C@@H](C)CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(Cl)=CC=C2C1=O |o1:7|,114.0,ASAP-0010712,Train,114.0,2.060697840353612,117.19200000000001,95.75999999999999,2.0725880816769116,1.985695859689842,openadmet_polaris,2025
241,CCNC(=O)C1=CC2=C(N[C@H](C3=CC=C4CCCS(=O)(=O)C4=C3)C(C)C)N=CN=C2N1 |&1:10|,108.0,ASAP-0008711,Train,108.0,2.037426497940624,111.024,90.72,2.049311075803824,1.9624640460579013,openadmet_polaris,2025
242,CNC(=O)C1=CC2=C(N[C@H](C3=CC=C4CCCS(=O)(=O)C4=C3)C(C)C)N=CN=C2N1 |&1:9|,77.0,ASAP-0008685,Train,77.0,1.8920946026904804,79.156,64.67999999999999,1.9039360366011169,1.8174331441113842,openadmet_polaris,2025
243,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |&1:3|,116.0,ASAP-0008679,Train,116.0,2.0681858617461617,119.248,97.44,2.0800778617927542,1.9931716050307648,openadmet_polaris,2025
244,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(C)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |&1:3|,141.0,ASAP-0008678,Train,141.0,2.1522883443830563,144.948,118.44,2.16419814800567,2.077149794716969,openadmet_polaris,2025
245,CC(C)[C@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,21.0,ASAP-0008676,Train,21.0,1.3424226808222062,21.588,17.64,1.3538777790648415,1.2704459080179626,openadmet_polaris,2025
246,CC(C)[C@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,57.0,ASAP-0008674,Train,57.0,1.7634279935629373,58.596000000000004,47.879999999999995,1.7752171114814315,1.6891311972344978,openadmet_polaris,2025
247,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(=O)N(C)C)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |&1:3|,106.0,ASAP-0008668,Train,106.0,2.0293837776852097,108.968,89.03999999999999,2.0412663265649846,1.9544354863284823,openadmet_polaris,2025
248,CNC(=O)C1=CNC2=NC=NC(N[C@H](C3=CC=C4CCCS(=O)(=O)C4=C3)C(C)C)=C12 |&1:13|,131.0,ASAP-0008641,Train,131.0,2.12057393120585,134.668,110.03999999999999,2.13247742273502,2.04547945311078,openadmet_polaris,2025
249,CNC(=O)C1=CNC2=NC=NC(N[C@H](C3=CC=C4OCC(=O)NC4=C3)C(C)C)=C12 |&1:13|,86.0,ASAP-0008637,Train,86.0,1.9395192526186185,88.408,72.24,1.951376380098069,1.8647483356296588,openadmet_polaris,2025
250,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |&1:3|,490.0,ASAP-0008651,Train,490.0,2.6910814921229687,503.72,411.59999999999997,2.703050514397927,2.615529223637133,openadmet_polaris,2025
251,COCCNC(=O)C1=CNC2=NC=NC(N[C@H](C3=CC=C4CCCS(=O)(=O)C4=C3)C(C)C)=C12 |&1:16|,540.0,ASAP-0008650,Train,540.0,2.7331972651065692,555.12,453.59999999999997,2.745168514090475,2.657629431388952,openadmet_polaris,2025
252,CC(C)(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=N1 |&1:4|,36.0,ASAP-0008648,Train,36.0,1.568201724066995,37.008,30.24,1.579875017411149,1.4947110252052627,openadmet_polaris,2025
253,CC(C)[C@H](NC1=NC=NC2=C1C(C(=O)NC1CC1)=CN2)C1=CC=C2CCCS(=O)(=O)C2=C1 |&1:3|,29.0,ASAP-0008647,Train,29.0,1.4771212547196624,29.812,24.36,1.4887198891891653,1.404149249209695,openadmet_polaris,2025
254,CN1N=CC(C2=CC3=C(N[C@H](C4=CC=C5OCCOC5=N4)C(C)(C)C)N=CN=C3N2)=C1C#N |&1:10|,81.0,ASAP-0008645,Train,81.0,1.9138138523837167,83.268,68.03999999999999,1.9256626865844517,1.839100782707153,openadmet_polaris,2025
255,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCC(=O)NC2=N1 |&1:3|,70.0,ASAP-0008644,Train,70.0,1.8512583487190752,71.96000000000001,58.8,1.8630848253203598,1.7767011839884108,openadmet_polaris,2025
256,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=N1 |&1:3|,14.0,ASAP-0008646,Train,14.0,1.1760912590556813,14.392,11.76,1.1872950546937378,1.1058506743851435,openadmet_polaris,2025
257,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCC(=O)NC2=C1 |&1:3|,17.0,ASAP-0008621,Train,17.0,1.255272505103306,17.476,14.28,1.2666079535745092,1.1841233542396712,openadmet_polaris,2025
258,CNC(=O)CN1C=C(C2=CC3=C(N[C@H](C4=CC=C5OCCOC5=C4)C(C)C)N=CN=C3N2)C=N1 |&1:13|,119.0,ASAP-0008565,Train,119.0,2.0791812460476247,122.33200000000001,99.96,2.0910757742464736,2.004149341900059,openadmet_polaris,2025
259,CNC(=O)C1=CC2=C(N[C@H](C3=CC=C4OCC(=O)NC4=C3)C(C)C)N=CN=C2N1 |&1:9|,52.0,ASAP-0008571,Train,52.0,1.724275869600789,53.456,43.68,1.7360457375965421,1.6501131644435714,openadmet_polaris,2025
260,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCC(=O)NC2=C1 |&1:3|,100.0,ASAP-0008576,Train,100.0,2.0043213737826426,102.8,84.0,2.016197353512439,1.9294189257142926,openadmet_polaris,2025
261,CC(C)(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=C1 |&1:4|,133.0,ASAP-0008581,Train,133.0,2.1271047983648077,136.724,111.72,2.1390096276886075,2.0520009801013,openadmet_polaris,2025
262,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CCC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=C1 |&1:3|,99.0,ASAP-0008482,Train,99.0,2.0,101.772,83.16,2.0118748082209437,1.9251057268096639,openadmet_polaris,2025
263,CN1N=CC(C2=CC3=C(N[C@H](C4=CC=C5OCCOC5=C4)C(C)(C)C)N=CN=C3N2)=C1C#N |&1:10|,85.0,ASAP-0008484,Train,85.0,1.9344984512435677,87.38,71.39999999999999,1.9463539972262744,1.8597385661971468,openadmet_polaris,2025
264,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(=O)N(C)C)N=C1)N2)C1=CC=C2OCCOC2=C1 |&1:3|,142.0,ASAP-0008485,Train,142.0,2.155336037465062,145.976,119.28,2.1672464237378293,2.08019341942848,openadmet_polaris,2025
265,CC(C)[C@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2OCC(=O)NC2=C1 |o1:3|,31.0,ASAP-0008431,Train,31.0,1.505149978319906,31.868000000000002,26.04,1.5167732783015861,1.4320066872695982,openadmet_polaris,2025
266,"C[C@H](C(=O)O)[C@H](NC(=O)C1=NC=NC2=C1C=CN2)C1=CC=C(Br)C=C1 |&1:1,&2:5|",5.0,ASAP-0008445,Train,5.0,0.7781512503836436,5.140000000000001,4.2,0.7881683711411677,0.7160033436347992,openadmet_polaris,2025
267,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=C1 |o1:3|,238.0,ASAP-0008450,Train,238.0,2.3783979009481375,244.66400000000002,199.92,2.390341518926754,2.3030231694875116,openadmet_polaris,2025
268,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=C1 |o1:3|,47.0,ASAP-0008449,Train,47.0,1.6812412373755872,48.316,39.48,1.69298784390957,1.6072405038317428,openadmet_polaris,2025
269,CC(C)[C@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2OCC(=O)NC2=C1 |o1:3|,10.0,ASAP-0008430,Train,10.0,1.0413926851582251,10.280000000000001,8.4,1.0523090996473234,0.9731278535996987,openadmet_polaris,2025
270,CCNC(=O)C1=CC2=C(N[C@H](C3=CC=C4OCCOC4=C3)C(C)C)N=CN=C2N1 |&1:10|,85.0,ASAP-0008444,Train,85.0,1.9344984512435677,87.38,71.39999999999999,1.9463539972262744,1.8597385661971468,openadmet_polaris,2025
271,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCCOC2=N1 |&1:3|,56.0,ASAP-0008418,Train,56.0,1.7558748556724915,57.568,47.04,1.7676603938453739,1.6816029987308685,openadmet_polaris,2025
272,CC(C)[C@H](NC1=NC=NC2=C1C(C(N)=O)=CN2)C1=CC=C2OCCOC2=C1 |&1:3|,143.0,ASAP-0008399,Train,143.0,2.1583624920952498,147.004,120.11999999999999,2.1702734529250427,2.0832158621559973,openadmet_polaris,2025
273,CNC(=O)C1=CNC2=NC=NC(N[C@H](C3=CC=C4OCCOC4=C3)C(C)C)=C12 |&1:13|,79.0,ASAP-0008406,Train,79.0,1.9030899869919435,81.212,66.36,1.9149352135670081,1.828402078491593,openadmet_polaris,2025
274,COC1=CC=C([C@H](CC2=NN=NN2)NC(=O)C2=NC=NC3=C2C=CN3)C=C1 |&1:6|,5.0,ASAP-0008340,Train,5.0,0.7781512503836436,5.140000000000001,4.2,0.7881683711411677,0.7160033436347992,openadmet_polaris,2025
275,CNC(=O)C1=CC2=C(N[C@H](C3=CC=C4OCCOC4=C3)C(C)C)N=CN=C2N1 |&1:9|,79.0,ASAP-0008348,Train,79.0,1.9030899869919435,81.212,66.36,1.9149352135670081,1.828402078491593,openadmet_polaris,2025
276,CC(C)[C@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2CCCS(=O)(=O)C2=C1 |&1:3|,37.0,ASAP-0008327,Train,37.0,1.5797835966168101,38.036,31.08,1.5914653093294784,1.506234359612126,openadmet_polaris,2025
277,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=C1 |&1:3|,99.0,ASAP-0008288,Train,99.0,2.0,101.772,83.16,2.0118748082209437,1.9251057268096639,openadmet_polaris,2025
278,CC(C)[C@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2OCCOC2=C1 |o1:3|,64.0,ASAP-0008279,Train,64.0,1.8129133566428555,65.792,53.76,1.824724448045649,1.7384634394619525,openadmet_polaris,2025
279,CC(C)[C@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2OCCOC2=N1 |&1:3|,31.0,ASAP-0008270,Train,31.0,1.505149978319906,31.868000000000002,26.04,1.5167732783015861,1.4320066872695982,openadmet_polaris,2025
280,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCCOC2=C1 |&1:3|,74.0,ASAP-0008275,Train,74.0,1.8750612633917,76.072,62.16,1.8868966289703588,1.8004421213362567,openadmet_polaris,2025
281,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC(=O)NCC1=NN(C)C=C1)C(=O)C1=CC=C(Cl)C=C12,519.0,ASAP-0000775,Train,519.0,2.716003343634799,533.532,435.96,2.7279737095586882,2.6404416827956583,openadmet_polaris,2025
282,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC(=O)NCC1=CC=NN1C)C(=O)C1=CC=C(Cl)C=C12,364.0,ASAP-0000774,Train,364.0,2.5622928644564746,374.192,305.76,2.5742535695980298,2.486798729097594,openadmet_polaris,2025
283,"CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@H]2CC2CC2)C2=CC(Cl)=CC=C2C1=O |o1:7,22|",83.0,ASAP-0000738,Train,83.0,1.9242792860618816,85.324,69.72,1.9361315560687276,1.8495422520050167,openadmet_polaris,2025
284,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC(Cl)=CC=C2C1=O,23.0,ASAP-0000733,Train,23.0,1.380211241711606,23.644000000000002,19.32,1.391711200121372,1.3079237036118816,openadmet_polaris,2025
285,"O=C(NC1=C2NC=C(C(=O)N[C@H]3C4=CC=CC=C4C[C@H]3C(=O)O)C2=CC=C1)NC1CC1 |&1:11,19|",6.0,ASAP-0000627,Train,6.0,0.8450980400142568,6.168,5.04,0.8553979966540688,0.7810369386211319,openadmet_polaris,2025
286,COC1=CC=C([C@H](CC(=O)O)NC(=O)C2=NC=NC3=C2C=CN3)C=C1 |&1:6|,7.0,ASAP-0000591,Train,7.0,0.9030899869919435,7.196,5.88,0.9136019497291574,0.8375884382355113,openadmet_polaris,2025
287,"CNC(=O)CN1C[C@]2(CCN(C3=CN=CC4=CC=C(OC[C@H](O)CN(C)C)C=C34)C2=O)C2=CC(Cl)=CC=C2C1=O |&1:7,&2:21|",8.0,ASAP-0000528,Train,8.0,0.9542425094393249,8.224,6.72,0.9649192942866426,0.8876173003357362,openadmet_polaris,2025
288,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC=CC=C2C1=O,3.0,ASAP-0000541,Train,3.0,0.6020599913279624,3.084,2.52,0.6110857334148726,0.5465426634781311,openadmet_polaris,2025
289,COC1=CC=C2C(=C1)CCN(C1=NC=NC3=C1C=CN3)[C@H]2C(C)C |&1:20|,60.0,ASAP-0000502,Train,60.0,1.7853298350107671,61.68,50.4,1.7971289877965526,1.7109631189952756,openadmet_polaris,2025
290,CC(C)[C@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2OCCOC2=C1 |&1:3|,50.0,ASAP-0000450,Train,50.0,1.7075701760979363,51.4,42.0,1.7193312869837267,1.6334684555795864,openadmet_polaris,2025
291,CC(C)[C@H](CO)NC1=NC=NC2=C1C=CN2,6.0,ASAP-0000453,Train,6.0,0.8450980400142568,6.168,5.04,0.8553979966540688,0.7810369386211319,openadmet_polaris,2025
292,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=C(C=CC(F)=C2)C1=O,1.0,ASAP-0000272,Train,1.0,0.3010299956639812,1.028,0.84,0.3070679506612984,0.26481782300953643,openadmet_polaris,2025
293,C=CC(=O)NC1=CC=CC(N(CC2=CC=CC(Cl)=C2)C(=O)CC2=CN=CC3=CC=CC=C23)=C1,1070.0,ASAP-0000175,Train,1070.0,3.029789470831856,1099.96,898.8,3.0417715405023174,2.954145988829548,openadmet_polaris,2025
294,O=C(O)C[C@H](NC(=O)C1=NC=NC2=C1C=CN2)C1=CC=C(Br)C=C1 |&1:4|,6.0,ASAP-0000136,Train,6.0,0.8450980400142568,6.168,5.04,0.8553979966540688,0.7810369386211319,openadmet_polaris,2025
295,O=C(NC1=CC=CC=C1)NC1=CC=C(C(=O)NC2C3=C(CC2C(=O)O)C(O)=CC=C3)C=C1,9.0,ASAP-0000132,Train,9.0,1.0,9.252,7.56,1.0108085975122065,0.9324737646771531,openadmet_polaris,2025
296,C=CC(=O)N1CCCC2=CC=C(N(CC3=CC=CC(C(F)(F)F)=C3)C(=O)CC3=CN=CC4=CC=CC=C34)C=C21,614.0,ASAP-0022458,Train,614.0,2.788875115775417,631.192,515.76,2.8008489958094165,2.713288889562118,openadmet_polaris,2025
297,C=CC(=O)N1CCCC2=CC=C(N(CC3=CC=CC(Cl)=C3)C(=O)CC3=CN=CC4=C(F)C=CC=C34)C=C21,752.0,ASAP-0022456,Train,752.0,2.8767949762007006,773.056,631.68,2.8887723813692205,2.8011841059512874,openadmet_polaris,2025
298,C=CC(=O)N1CCCC2=CC=C(N(C(=O)CC3=CN=CC4=CC=CC=C34)N(C)C3=CC=CC(Cl)=C3)C=C21,1380.0,ASAP-0022459,Train,1380.0,3.140193678578631,1418.64,1159.2,3.1521782275976027,3.0645328611315783,openadmet_polaris,2025
